id,user_id,text,retweet_count,posted_at
17,18,RT @mapanivzla: MADRES Y PADRES CANSADOS DE LAS ESCASEZ TOTAL DE INSUMOS PARA NUESTROS BEBES ASISTE MA?'ANA A LA DEFENSORIA DEL PUEBLO @Dola???,43,2017-03-16 23:36:00 +0000
18,18,Este est?! buscando que alguien le de unos palos.... https://t.co/P6bVPPj45M,8,2017-03-17 01:18:11 +0000
19,18,@ernesto_granda en Farmacia San Roque Acarigua hab??a hace dos d??as confirme por telf si a??n les queda,0,2017-03-16 19:57:42 +0000
20,18,@AnonMundial dimos los que quedaban...pero lo que importa es que la gente entienda quea vecs ayuda m?!s UNA ACCION EN VIVO que rt,7,2017-03-16 19:53:17 +0000
21,18,"Quisiera hacer algo ilegal....COMERME UN CACHITO DE JAM?""N",1,2017-03-16 20:06:19 +0000
22,18,RT @trafficVALENCIA: via @chikitikax:   para ni??o con par?!lisis se necesita #valpron o #depakine jarabe tengo recipe quien sabe donde hay #???,40,2017-03-16 19:43:34 +0000
23,18,@AenVozAlta no en todos los casos...no se pueden recomendar acciones en TUBO donde todos los casos apliquen,0,2017-03-16 19:42:08 +0000
24,18,RT @Tururunes: Estamos buscando a nuestro familiar Dixson M. Tovar G. CI 15369316 por dependencias de Cicpc q lo rapto y o nos quieren deci???,34,2017-03-16 19:39:24 +0000
25,18,@medicosxlasalud @Bendeci00244128  en facebook la MUD se adjudica su infograf??a...pilas p??nganle el autor,0,2017-03-16 19:24:57 +0000
26,18,RT @RobertoCarlo14: Me preocupa mucho q yo sea el ??nico periodista q hable d GENOCIDIO con respecto a Vzla.Q pasa con mis colegas y la ge???,312,2017-03-16 19:21:31 +0000
27,18,@RobertoCarlo14 no eres el ??nico...,4,2017-03-16 19:21:49 +0000
28,18,RT @PenalverC: Pero que lo haga con el de la Sundde y los del Consejo Comunal adentro... https://t.co/Jm6g0n09GC,6,2017-03-16 19:13:51 +0000
29,18,@yelicast @bettyMV Dejar??a ud en paz a un ss nazi que fuese hoy carpintero o panadero...??No verdad?,0,2017-03-16 19:20:11 +0000
30,18,"RT @estebangerbasi: Los Diputados de Pj que hicieron la propuesta para frenar la CDI fueron Jos?? Gregorio Correa ""alias Timoteito"" y Mirial???",677,2017-03-16 19:11:07 +0000
31,18,RT @Oenomaus04: ?!Inaudito! Detienen a dos panaderos por destinar harina de trigo para cachitos https://t.co/gmdSQ1lcmL https://t.co/tDxnXml???,15,2017-03-16 18:53:03 +0000
32,18,RT @Venezuelienne09: Para pac. #Caracas SOLICITAN ENALAPRIL 20 mg @fundatiacruz @ACLAVE @sebuscasedona @BuscandoMedicin @Cotufa55 @LocatelV???,11,2017-03-16 18:43:51 +0000
33,18,"RT @avesid: Paciencia y dedicaci??n, claves a la hora de ense??ar a personas con discapacidad intelectual, ?!ellos nos ense??an que no hay l??mi???",11,2017-03-16 15:25:35 +0000
34,18,@LuisCarlos dale feliz cumple a @Naky,0,2017-03-16 15:25:22 +0000
35,18,@elrafaleon starsky siempre al volante...,0,2017-03-16 14:55:00 +0000
36,18,RT @Pura_Miel: ?ù???è #ServicioP??blico #Urgente #HospitalJMDeLosRios los #NI?'OS necesitan d nuestra #Colaboraci??n #Venezuela tu puedes VIA??'?@esa???,68,2017-03-16 14:53:07 +0000
37,18,RT @medicosxlasalud: https://t.co/KUZiKIW7cm,50,2017-03-16 14:53:57 +0000
38,18,RT @AnonMundial: ??'???????èarticipa el #25M d la 3era #CaravanaDeAmor donde @arepita_feliz llevar?! alimentos a los m?!s necesitados. #Unete #Auspic???,57,2017-03-16 14:52:40 +0000
39,18,"RT @FundacionBADAN: @LeithanGuerra Buenos D??as   Disponible Trileptal Presentar r??cipe,informe,c.i del paciente . Sucursal Los Cortijos",3,2017-03-16 14:43:54 +0000
40,18,"@Milarodri_70 @hramosallup @HenriFalconLara @manuelrosalesg te quedas corta 28 mil x violencia y 3 mil por meds , m?!s o menos 62 mil muertos",0,2017-03-16 14:43:40 +0000
41,18,"RT @LocatelVzla_ATC: Hola @mumy77 MONTELUKAST G.V. COMP. MAST. 5 MG, en Locatel Caricuao, Verificar disponibilidad con el establecimiento a???",4,2017-03-16 14:46:20 +0000
42,18,"RT @AFPespanol: Nicol?!s Maduro, Kim Jong-Un y Donald Trump, reunidos hoy como ninots en las Fallas de Valencia #AFP https://t.co/kt1fLbSGQ2",136,2017-03-16 14:51:43 +0000
43,18,RT @ccltrinitarias: ?!MA?'ANA! Recuerda que tendremos a @Jeremiasmundial en nuestra Tarima Central ?!Ac??rcate! Es gratis ???????????? https://t.co/AicD???,11,2017-03-16 14:41:16 +0000
44,18,RT @Pura_Miel: ???< #FelizJueves El q tenga OJOS q lea y como 1 imagen dice + q Mil Palabras .. pues sin #Comentarios .. calladita .. como q m???,158,2017-03-16 14:29:21 +0000
45,18,@LEANDROADI4Z @Gonzalez1Irais @copipega a lo Nisman?,0,2017-03-16 14:39:51 +0000
46,18,"@Alexbalza306 te puiedo mostrar 1000 ctas de opositores que hemos bloqueado pues si uno stalkea en ellas son dgcim, gnb. No pises peines",0,2017-03-16 14:22:26 +0000
47,18,y ya hoy cumplen las amenazas a panaderos....van las primeras expropiaciones,2,2017-03-16 14:19:26 +0000
48,18,@Sauskinho Thanks.,0,2017-03-16 13:50:44 +0000
49,18,RT @CNNEE: La s??plica de una venezolana con hambre a Madurohttps://t.co/sQAwsOb0UA https://t.co/tE2xaUrCdI,298,2017-03-16 13:20:22 +0000
50,18,Jefe de subdelegacion Cipc Lara es atendido en Clinica Canabal. El sujeto le disparo sin mediar palabra. #AquiTodoNormal,4,2017-03-16 01:46:57 +0000
51,18,No nos dejen ser TT por cerrar puertas...envien esto a Vzlanos en el exterior y p??danles que nos apoyen https://t.co/FqQB0u4p22 RT,3,2017-03-16 13:38:38 +0000
52,18,4121...y suicidio por falta medicinas nro 23,4,2017-03-15 20:15:59 +0000
53,18,Presunto sicariato contra Comisario Cicpc Hector Silva. Heria de bala temporal derecho. Lugar panaderia Villas Park.Cabudare,7,2017-03-16 01:38:47 +0000
54,18,"RT @Mibelis: Una muchacha,una profesional de 22 a??os q ya no encontr?? medicinas para tratar su desequilibrio neuroqu??mico,se suicida.Genoc???",51,2017-03-15 20:14:59 +0000
55,18,"RT @BODValores: Planes de inversi??n a t?? medida, desarrollados por los mejores profesionales. Comun??cate con nosotros #BODVAlores",1,2017-03-15 20:01:56 +0000
56,18,una sola leida en el TL de @RCamachoVzla ilustra porque los COLECTIVOS terminar?!n en ISIS no en FARC....,0,2017-03-15 22:07:39 +0000
57,18,RT @clarkemodet_ve: Si tu #emprendimiento est?! naciendo y no has registrado tu marca escr??benos a info@clarkemodet.com.ve y nosotros nos en???,2,2017-03-15 19:45:33 +0000
58,18,RT @Azabacheonline: @venezolanoskendall #19Marzo  recolecci??n #alimentos #medicinas #VenezuelaTeNecesita https://t.co/Rg9yz91OAf @MariaConc???,58,2017-03-15 19:44:43 +0000
59,18,"#RedInterdonadores, disponible para donaci??n  en nuestra sede Enema rectal para adulto, oxacilina ampolla 1gr, vit C ampolla.",2,2017-03-15 20:01:09 +0000
60,18,"RT @venezolanoenpie: Ud Venezuela con 6.300 Bsf compraba2011 dos pasajes Venezuela-Panam?!2017 un kilo de harinaMaduro ""la inflaci??n e???",77,2017-03-15 19:44:36 +0000
61,18,una amiga propuso terapia de grupo para los que NOS QUEDAMOS EN VZLA y cada 5 min nos preguntan...yo te hacia ido...PUES NO. yo ME QUEDO,1,2017-03-15 19:43:49 +0000
62,18,RT @trafficTACHIRA: via @Paolasf_: Se necesita con car?!cter de urgencia TRILEPTAL DE 600mg quien sepa donde venden o quien venda por fa avi???,19,2017-03-15 19:27:29 +0000
63,18,???? Se agradece el apoyo de los panas de @EstacionRockON,1,2017-03-15 19:35:50 +0000
64,18,RT @pareja_andreye: Disponible para valencia @AnonMundial @fundatiacruz https://t.co/EJ4LUpVkwi,37,2017-03-15 19:39:48 +0000
65,18,@nininmontilla @GuselchePereyra Hasta cu?!ndo hay que calarse esta desgracia que vivimos! #BastaYa,0,2017-03-15 19:24:28 +0000
66,18,"A ivan Ballesteros lo golpearon y cito 4 ""FUNCIONARIOS ARMADOS"" en sus propias palabras...no dijo malandros...no dijo choros.",3,2017-03-15 19:26:37 +0000
67,18,"@LosTrabuco Un abrazo, en Lara a la orden..de pronto armamos un Trabuco con la voz del pana de @EstacionRockON incluida canta buen??simo.",2,2017-03-15 19:27:54 +0000
68,18,RT @estebangerbasi: Atenci??n: PJ en la Comisi??n de Pol??tica Exterior propuso llevar a consulta popular aplicaci??n de la Carta DI para retra???,877,2017-03-15 19:24:04 +0000
69,18,RT @Leonardo_Padron: Seg??n encuesta mundial Caracas compite con La Habana como la ciudad con peor calidad de vida. Con un poco m?!s de empe?????,2192,2017-03-15 19:23:01 +0000
70,18,El mejor programa para tu publicidad con estilo y buena m??sica @EstacionRockON,1,2017-03-15 19:19:57 +0000
71,18,@EstacionRockON nos puso un temazo de @LosTrabuco genial el PRETENDO,2,2017-03-15 19:16:55 +0000
72,18,@CarreroElisa seguiremos buscando,0,2017-03-15 19:10:38 +0000
73,18,Lamentable lo de @plomoparejo  ap??yenlo en lo que necesite y piensen que pudimos ser cualquiera de nosotros...,2,2017-03-15 18:58:13 +0000
74,18,Boletas de excarcelaci??n con 3 y 4 meses de emitidas...pero la gente sigue presa. Y hay quien  a??n no la llama DICTADURA,2,2017-03-15 18:56:38 +0000
75,18,"@plomoparejo esperamos nada muy grave en sus heridas,  ??placa y modelo del carro?",7,2017-03-15 18:54:29 +0000
76,18,@CarreroElisa muy muy muy escasa...farmabien indica existencia en ZULIA trate por telf de reservarla y trate que alguien le compre y envie,0,2017-03-15 19:00:53 +0000
77,18,@jesuscasique1 aqui https://t.co/IZmORJkGRt,0,2017-03-15 16:02:40 +0000
78,18,RT @CarreroElisa: @ACLAVE necesito moderan o lactulosa..soy paciente hepatico. No lo consigo en fatmacias,4,2017-03-15 18:49:38 +0000
79,18,@yajairaguzman60 @LocatelVzla @Farmatodo @Farmahorrove @Farmaplus_ve @Donatumed aqui https://t.co/IZmORJkGRt,0,2017-03-15 16:02:26 +0000
80,18,?!Ayuda! Dona a Help ASD kids in Venezuela - Ayuda Autismo Vzla https://t.co/FqQB0u4p22. Recauda fondos en @generosity,10,2017-03-15 15:26:28 +0000
81,18,RT @helenyperez: Buen d??a para m?? abuela (fracturada) requerimos: Clexane o Enoparin. Es de uso hospitalario @NotiPromar @ACLAVE,6,2017-03-15 12:15:51 +0000
82,18,RT @EMCR89: Disponible euglucon para donar... dispongo de varias cantidades SOLO PARA PERSONAS QUE LA NECESITEN. @ACLAVE @1granitodeamor @D???,5,2017-03-15 15:30:49 +0000
83,18,Hoy me elude el optimismo por el ??c??mo planificas? Mantener un emprendimiento social cuando te aumentan 350%  local y 200% condominio..,4,2017-03-15 12:14:37 +0000
84,18,RT @AnonMundial: ?>'#SERVICIOPUBLICO?>'??è #CaracasSe Busca QUETIAPINA cualquier #Referencia o #Donacion avisar a ??'???è?@GPL27 Gracias ???è??è? https://t???,231,2017-03-15 12:15:05 +0000
85,18,RT @fundacolibrive: Para donar ampicilina tableta x 500 mg . Debe enviar recipe Cedula por mensaje privado. Para??? https://t.co/NuMoha3xBy,32,2017-03-15 01:23:55 +0000
86,18,?!Ayuda! Dona a Help ASD kids in Venezuela - Ayuda Autismo Vzla https://t.co/FqQB0u4p22. Recauda fondos en @generosity,3,2017-03-15 01:22:08 +0000
87,18,@Egi_GimenezM te sirve oxacilina amp 1 mg? avisa,2,2017-03-15 00:52:09 +0000
88,18,RT @AnonMundial: #SOSMedicinasNOHAY #Guerrera 46 A LIZ CORRALES le urge????BLEOMICINA????hace un mes que no encuentra medicina #SolucionYA @Ser???,149,2017-03-14 23:47:28 +0000
89,18,"Si ud es PSUV, aunque lo oculte, ser?! bloqueado por ser c??mplice en la muerte de 4120 personas por falta medicinas en Venezuela desde 2014",8,2017-03-15 01:12:34 +0000
90,18,llegando a casa a derretir hielo pues NO HAY AGUA por la ineficiencia de @HidrolaraCA que aumento 400% su costo en un A?'O.. PROGRESISMO PURO,2,2017-03-14 23:44:40 +0000
91,18,RT @Y0R_78: https://t.co/s8gnCHXZYh,3,2017-03-14 23:42:48 +0000
92,18,aja y 347 mil tweets de un juego de leicester y sevilla es TT en VENEZUELA?...somos fans pero NO pendejos,0,2017-03-14 23:04:20 +0000
93,18,@miguelhotero @ElNacionalWeb  zzzzz zzzzz zzzzz,0,2017-03-14 23:02:44 +0000
94,18,@vanessa_lavin we need help with https://t.co/ESzsTR9aEF,0,2017-03-14 23:41:57 +0000
95,18,RT @Ope_Legis_Vzla: ??Sorprendidos por el cementerio en la PGV o por las matas de Marihuana que crecen como monte? #FosasComunes https://t.c???,55,2017-03-14 23:00:43 +0000
96,18,"y a punta de una orden via whatsapp se ordena publicar Tweets a todo ente p??blico sobre ""x"" misi??n y asi bajar  lo que PAS?"" EN LA OEA.",0,2017-03-14 22:58:33 +0000
97,18,el $ paso de 4200 a 2800 en 8 d??as...raro que no halla poca gente escribiendo sobre esto,1,2017-03-14 22:48:26 +0000
98,18,Los MSC son enfermeros glorificados...pero estas pol??ticas son las que provocan los infartos en los epidemi??logos e??? https://t.co/0iIYUFarX1,0,2017-03-14 22:53:59 +0000
99,18,"@antichavista10 se llama andar bajo perfil... igual que los nazis despu??s de la 2da guerra se volvieron carpinteros, panaderos...",0,2017-03-14 22:34:27 +0000
100,18,RT @Almagro_OEA2015: Los hechos no dejan lugar a dudas. #Venezuela viola todos los art??culos de la Carta Democr?!tica #InformeOEAVzla https:???,5345,2017-03-14 22:08:36 +0000
101,18,att @USCIS this guy was involved in crimes against hummanity in Vzla. RT https://t.co/WNqiJfXtrD,14,2017-03-14 22:16:58 +0000
102,18,"RT @anncaba: Trinidad Corrales,Pac con Ca Mama, ahora con doble met?!stasis NO HAY IXEMPRA en el pa??s. Qui??n garantiza la Vida y salud de es???",11,2017-03-14 20:51:27 +0000
103,18,RT @aleidabaez: @fundatiacruz @zizou7310 @laventanita_vzl @ACLAVE https://t.co/bVhBGDodFy,3,2017-03-14 19:42:47 +0000
104,18,RT @rsanz777: VIDEO // LOS 40 MILLONES DE BS incautados a traficantes en favela de R??o de Janeiro en Brasil ser??an para comprar fusiles AK-???,205,2017-03-14 19:47:09 +0000
105,18,"RT @JURlSTA: #SININSULINA ""Insulinas r?!pidas y lentas casi desaparecidas y tiras para glicemia NO HAY desde hace un a??o"". ???E?? ??è??""???????'????' Sin insum???",10,2017-03-14 20:15:31 +0000
106,18,"RT @fundatiacruz: CLONAC 0.5 MG CON RECIPE  --> FARMACIA LA LUZ, C.A. Av. 190 a cuadra y media de la Av. Universidad Tarapio Naguanagua Tel???",37,2017-03-14 19:17:36 +0000
107,18,"@yajairaguzman60 @LocatelVzla @Farmatodo @Farmahorrove @Farmaplus_ve @Donatumed Farmabien Falc??n, M??rida y Maracaibo...es lo que hay me temo",1,2017-03-14 19:14:12 +0000
108,18,antes del caf?? escuchando aleks sintek con @EstacionRockON...  https://t.co/9jb9IvHxVT,1,2017-03-14 18:57:02 +0000
109,18,RT @JanethPinto2: Sin medicamento para tratar mi epilepsia componente (?!cido valproico 500mg) 100% Venezuela,172,2017-03-14 19:17:04 +0000
110,18,RT @marfip: #Urgente BUSCO #CIPROFLOXACINA 500Mg tab #PROFENID 100mg tab #Caracas @AyudaMedicinasV @Farmaplus_ve @fundatiacruz @enviamedvzl???,3,2017-03-14 18:47:43 +0000
111,18,"RT @WellingMichael: According to a 2016 report from the Venezuelan Penal Forum, the country saw 2,732 political arrests in 2016. Cuba had 9???",8,2017-03-14 17:58:43 +0000
112,18,"A quien corresponda...entre las p?!ginas de liceistas buscando ""chicas"" para trabajar y esto...#LaraProgresista https://t.co/cYsG14LZIY",6,2017-03-14 18:28:49 +0000
113,18,"@imt_ucv @recetario1 Bravo pero al Cesar lo que es del Cesar , el honor deber??a ser compartido por RED ZIKA inciativa de LARA",1,2017-03-14 17:53:22 +0000
114,18,RT @AnonMundial: ?????èSeguimos buscando para Leithan 6 CITARABINAS L?çQUIDAS cualquier #referencia o #donacion avisar a @LeithanGuerra Gracias???,45,2017-03-14 17:49:29 +0000
115,18,https://t.co/4R3MbZQkwo,0,2017-03-14 17:35:58 +0000
116,18,RT @Farma_Santuario: Tenemos gran variedad de ampollas para uso hospitalario. Conoce disponibilidad y precios llamando al 04247267207 @sebu???,10,2017-03-14 15:38:32 +0000
117,18,@ResistenciaV58 @mabesaor 700 grs por hab de Vzla...,0,2017-03-14 15:11:19 +0000
118,18,RT @MariannyVP: B.d??as escucha hoy a las 11:30AM por Uni??n Radio 870AM en @Periplocon @annamcapursi a @MariannyVP Responsable Municipal de???,1,2017-03-14 15:25:37 +0000
119,18,@puzkas la encuesta demuestra que la gente es muy optimista...PJ es mucho m?!s AP que VP,0,2017-03-14 14:41:20 +0000
120,18,"RT @HamillHimself: ICYMI- Don't be shy, Sis...Tell us how you REALLY feel! #CandidCarrieRipsDonTheCon https://t.co/IrtqC7Qa8b",1890,2017-03-14 14:26:36 +0000
121,18,"@HRF i hear ab this one day late, can u give us a link of video of the panel?",0,2017-03-14 14:25:41 +0000
122,18,@alexiscorreia @NENENAPICA att @DonanteSangreVE,0,2017-03-14 14:39:50 +0000
123,18,"Ese genocidio ""silencioso"" del que todos hablan a nosotros  nos grita pidiendo ayuda antes de pasar a silencio y el eco NUNCA se acaba",2,2017-03-14 14:22:04 +0000
124,18,"RT @LEANDROADI4Z: Se??ores de la OEA, en Vzla???????? hay un genocidio silencioso por falta de medicinas, Maduro no vende $ a importadores #Almagr???",99,2017-03-14 14:20:05 +0000
125,18,RT @DefensoresFP: #Barquisimeto Este jueves 16 de marzo te invitamos al Taller sobre uso Efectivo de las Redes Sociales. #UCLA https://t.co???,30,2017-03-14 14:01:23 +0000
126,18,Loables las efemerides del viejo Prieto y de Einstein perono es posible evitar notar que son TT para evitar que nuestra realidad sea TT,1,2017-03-14 13:59:59 +0000
127,18,@DraCarlaC tranquila los farmaceutas est?!n aceptando r??cipes fotocopiados en papel reciclado...todos est?!n conscientes de lo que vivimos,0,2017-03-14 13:52:33 +0000
128,18,RT @dannyramirez7: #T?!chira Felicitaciones al @movimiento13  por la celebraci??n de un a??o m?!s de su hist??rica lucha universitaria y pol??tic???,6,2017-03-14 14:02:01 +0000
129,18,RT @mario_villegas: Me urge adquirir para un familiar inmediato QUETIAPINA de 300 mg y SERTRALINA de 100 mg. Agradecer?? infinitamente a qui???,1032,2017-03-14 13:49:42 +0000
130,18,RT @sobramarmed: Y si te sigues preguntando QUE PASO? Nunca aprendiste que es #DesobedienciaCivil #VenezuelaMuere https://t.co/kCCGPvnhfo,52,2017-03-14 13:02:16 +0000
131,18,@evelingq @DonaMed_VE @farma_sagrado ayuda mucho indicar ciudad...,0,2017-03-14 12:56:09 +0000
132,18,RT @aleidabaez: https://t.co/ItqqoGulIm #Donan 3 pastillas de aldactone. @fundatiacruz @zizou7310 @ACLAVE,15,2017-03-14 13:50:54 +0000
133,18,"@DraCarlaC ayuda dar VARIOS r??cipes al paciente, as?? si consiguen una cajita no se quedan sin r??cipe",0,2017-03-14 12:59:53 +0000
134,18,RT @evelingq: @DonaMed_VE @ACLAVE @farma_sagrado https://t.co/c4JumNhG0J,21,2017-03-14 12:55:47 +0000
135,18,"RT @DraCarlaC: Para los m??dicos es dif??cil hacer una prescripci??n, para los pacientes es un viacrucis conseguirlos...",5,2017-03-14 12:58:53 +0000
136,18,4120....por falta de Ox??geno...pero si sac?? el Carnet https://t.co/TKvm25tN5n,2,2017-03-14 12:47:47 +0000
137,18,?!Ayuda! Dona a Help ASD kids in Venezuela - Ayuda Autismo Vzla https://t.co/FqQB0u4p22. Recauda fondos en @generosity,3,2017-03-14 12:22:57 +0000
138,18,cuando revisas tu lista de seguidores en facebook para mandar algo y te encuentras 4 amigos fallecidos por falta meds...se te revuelve todo,0,2017-03-14 03:51:19 +0000
139,18,RT @Bendeci00244128: @ACLAVE @DonaMed_VE @locatel @SEFARoficial @fundatiacruz @FundacionBADAN https://t.co/wZLQgKI6T3,16,2017-03-14 02:53:23 +0000
140,18,RT @Pura_Miel: ???è #ServicioP??blico #Urgente #M??rida VIA??'?@galanmagabeth AyudandoVzla @DonaMed_VE Paciente Hipertenso necesita #Ayuda #Ubicar???,99,2017-03-14 03:52:03 +0000
141,18,RT @zizou7310: P/amigo @yeissonrivero #ccs necesita/ gracias @AccionSolidaria @SanandoVE @AndresDuran_3D @ACLAVE @DonamosVida_ @stefanelli_???,2,2017-03-14 02:56:22 +0000
142,18,RT @fundacolibrive: Para donar . Recipe Cedula y su informe por esta v??a. https://t.co/V0rH8jJzV2,6,2017-03-14 02:51:06 +0000
143,18,RT @maralibert: @sebuscasedona   @ACLAVE @fundatiacruz @DonaMed_VE @sebuscasedona @MelanioBar @hsiciliano muere abuelo por no conseguir med???,4,2017-03-14 00:36:33 +0000
144,18,4119...,0,2017-03-14 00:36:43 +0000
145,18,@ginotubaro tengo dos en vzla...,0,2017-03-13 23:07:45 +0000
146,18,"RT @Cuaimadeverdad: Urgente para amiga embarazadabusco Provamicina o Espiramicina, corre riesgo su gestaci??n, quien tenga avisar al 0414132???",162,2017-03-13 23:06:44 +0000
147,18,RT @Consuelovm: Hay d??as que siento el optimismo no me alcanza para esta ruda realidad venezolana....,3,2017-03-13 23:01:28 +0000
148,18,"RT @sntpvenezuela: #ServicioPublico Solicitan ayuda para la periodista Ivonne Andara, quien est?! hospitalizada con pancreatitis https://t.c???",102,2017-03-13 22:59:15 +0000
149,18,"RT @JenniBelisario: #SabiasQue @AgendaCAF Banco de Desarrollo de Am??rica Latina, y #Fundaci??nIdeas dise??aron un programa de #AsesoriaEmpres???",2,2017-03-13 22:44:01 +0000
150,18,@clozada59 @SAnticancerosa @FundacionBADAN @SOSmedicina @AyudaSOSVzla @Donatumed  Att @FALCOMEDICAPLUS @CruMarCA @eurociencia_ve,1,2017-03-13 22:38:27 +0000
151,18,"Sentido p??same a los que no bajan la cabeza en el  Edo YARACUY donde murieron 12 emisoras radiales (miles de empleos, miles de voces)",8,2017-03-13 22:23:05 +0000
152,18,"MUCHOS mal entienden la RESILIENCIA : adaptarse SI pero NO sin pelear, ni bajando la cabeza y mucho menos SIN CAMBIAR lo que HAY QUE CAMBIAR",3,2017-03-13 22:19:39 +0000
153,18,@fundacolibrive @mauxibe @venezolanoenpie @DLaraF si yo puse la misma cara...,0,2017-03-13 19:33:21 +0000
154,18,??-??èhora del caf?? se acab?? el programa del amigo @EstacionRockON la ??nica forma de trabajar despu??s del almuerzo de 2 a 4,1,2017-03-13 19:48:21 +0000
155,18,RT @mauxibe: Disponible para donar sulfato de hidroxicloroquina 200mg y ?Åcido Ursodesoxic??lico 150mg @fundacolibrive @venezolanoenpie @ACLA???,47,2017-03-13 19:31:45 +0000
156,18,RT @NTN24ve: Encuesta Nacional de Hospitales 2017: Centros de salud del pa??s enfrentan 78 % de escasez de medicamentos https://t.co/75jUrho???,22,2017-03-13 19:30:09 +0000
157,18,S??lo con este tweet se gan?? que la sigui??ramos... https://t.co/yHymGhRYjp,0,2017-03-13 19:28:32 +0000
158,18,@mauxibe @fundacolibrive @venezolanoenpie @DLaraF ...en que estado est?! ud amiga?,0,2017-03-13 19:33:02 +0000
159,18,Ahora con el nuevo DELF?èN (que nunca nos ha gustado) saldr?!n miles de expertos en c??mo se vive en LARA que seguro no son de AC?Å....,0,2017-03-13 19:25:51 +0000
160,18,Hoy dimos charla de resiliencia...ADAPTARSE NO ES RESIGNARSE y mucho menos sin pelear. Que nuestros hijos no aprendan s??lo a BAJAR LA CABEZA,0,2017-03-13 19:22:44 +0000
161,18,MUY CIERTO... https://t.co/0jxKllUBGf,2,2017-03-13 19:19:37 +0000
162,18,RT @anncaba: La Defensoria del Pueblo a qui??n defiende? Hospital JM d los R??os s la s??ntesis d l desidia y desamparo d Ni??os Venezolanos. N???,17,2017-03-13 19:17:50 +0000
163,18,"al coronel lo NISMANearon... el que entendi?? , entendi??",0,2017-03-13 19:12:00 +0000
164,18,Lo ??nico que lograron las 2 pendejas haciendo twerking sobre un feretro es que lograron que mucha gente les tuviese l?!stima o asco...Triste,1,2017-03-13 19:02:30 +0000
165,18,RT @Alexbalza306: Y muerte. https://t.co/WrEIdjDEsc,5,2017-03-13 18:55:33 +0000
166,18,"RT @Flavioalexandro: X favor solicito para mi abuela hidroclorotiazida d 25 o 12,5 mg c los  agradecrIa @DonaMed_VE @FundLasDanielas @sebus???",2,2017-03-13 18:44:13 +0000
