id,user_id,text,retweet_count,posted_at,cluster
399,18,RT @DelianFeo: @ACLAVE se solicita urgente ampollas de Amiodarona (Trangorex)  p. paciente con cirug?_a de recanalizacion coronaria. Informa??_,79,2017-03-04 22:38:43 +0000,2
462,18,RT @rzerpatw: #ServicioPublico  #Urgente Para BB de 6 meses medicamento berodual en gotas. Quien pueda dar info 0412 6086183. @ServicioPubl??_,5,2017-03-02 11:31:32 +0000,2
464,18,RT @OrenjiAkibaKei: #ServicioPublico  URGENTE se requiere el siguiente medicamento: NOTOLAC 30mg  solicitante: @maravilla_25 https://t.co/X??_,18,2017-03-01 21:48:46 +0000,2
472,18,RT @vmolinav: Estoy con mi pap?? hospitalizado desde la semana pasada. Tiene l?_quido en los pulmones. Necesito con urgencia Furosemida de 20??_,2621,2017-03-01 17:02:35 +0000,2
522,18,RT @nmatos85: @ACLAVE necesito con URGENCIA en bqto para una ni??a hospitalizada de 5 a??os PENICILINA CRISTALINA O SODICA,76,2017-02-26 20:17:40 +0000,2
550,18,RT @AnonMundial: ?_?#SERVICIOPUBLICO?_?_???????#CaraboboPara paciente con Alzheimer le urge ESCITALOPRAM #referencia o #donaci?_n _???_???????@Gavil0224 https:??_,134,2017-02-23 00:30:22 +0000,2
554,18,"RT @AnonMundial: ?_?#SERVICIOPUBLICO?_?_???????#MaracayUrge para paciente en UCI SOLUMEDROL, HEPARINA, CICLOKAPRON #referencia o #donacion _???_???????@yaband??_",182,2017-02-22 19:18:55 +0000,2
569,18,RT @AnonMundial: ?_?#SERVICIOPUBLICO?_?_???????#CaracasSe busca DESMOPRESINA cualquier #referencia o #donacion contacto_???_???????@catalinacaroli gracias_???????_??????? h??_,87,2017-02-22 12:04:20 +0000,2
584,18,"RT @palindromica: Para joven recluido en Hosp P??rez Carre??o d Caracas, se requiere URGENTE CLEXANE, 10 amp 60 u 80mg. Contacto:04123411972??_",27,2017-02-21 16:45:44 +0000,2
606,18,RT @Justiciera75: _?_?#Urgente _?_? _?_?#Caracas_?_? Para Joven con Tumor Parauterino en estado critico solicitamos  Zaldiar _??_ 04242546999 _?_?#Caracas_?_?@??_,496,2017-02-20 16:45:40 +0000,2
613,18,RT @aconvida16: La paciente Getzabel Marti urge de los medicamentos Prednisona  5 mg y azatioprina tab 50 mg  Contacto Judith 04125488694??_,57,2017-02-20 15:07:43 +0000,2
736,18,"RT @AnonMundial: ?_?#SERVICIOPUBLICO?_?_???????#Maracay_??__???????Leithan come poco, se siente mal le urge PEDIALYTE, ZINC, ONDANSETRON y PEDIASURE #referenc??_",320,2017-02-17 15:06:40 +0000,2
765,18,RT @Glorivaleri: @DonaMed_VE @AyudaMedicinasV  @ACLAVE Necesito Ciclosporina de 100Mg tab o Capsulas urgente,6,2017-02-16 21:55:02 +0000,2
803,18,"RT @tellysca: @ACLAVE Buenas tardes, necesito con urgencia el medicamento Rocaltrol, si tienen informaci?_n, por favor comunicarse al 041459??_",1,2017-02-15 21:18:50 +0000,2
928,18,RT @fundatiacruz: Para amiga de @LaPerezPerdomo en #Guarenas se necesita Se necesita Stratera o Abretia de 25 mg y risperidona o ridal.#Fa??_,15,2017-02-13 20:25:46 +0000,2
949,18,"RT @ccgonzalez62: #ServicioP?_blico @ACLAVE @FundaColibri @FLaPastillita buenos dias necesito con urgencia alprazolam,alpram o logat alguien??_",7,2017-02-13 13:10:19 +0000,2
954,18,RT @omargimenezcpc: Busco con urgencia --> Clopidogrel 75mg. y Glimepirida de 2 mg. en cualquier presentaci?_n. Agradezco de antemano cualqu??_,4,2017-02-13 00:18:55 +0000,2
964,18,"RT @AnonMundial: _???????#SERVICIOPUBLICO_???????_???????#CaracasLe urge a Yenkerbert, Mat?_as y Wilkeys del JM _???_???????PA??ALES, VITAMINAS, F??RMULA, ROPA, L-CARNITI??_",346,2017-02-12 22:21:59 +0000,2
970,18,"RT @AnonMundial: _???#SERVICIOPUBLICO_???_????#MaracayDaniel lleva una semana sin HUMILIN N o R,le urge apoyo d gente solidaria q lo ayude a conseg??_",185,2017-02-12 16:57:59 +0000,2
983,18,"RT @Andmandrade79: @fundatiacruz Buenas noches busco para mi madre paciente oncol?_gico Clorotrimetron ampolla y tabletas en Barquisimeto,??_",125,2017-02-12 02:37:06 +0000,2
985,18,"RT @adelachqs: @fundatiacruz SE SOLICITA FENOBARBITAL 100MG PACIENTE FEMENINA, URGENTE, CUADRO CONVULSIVO AUMENTANDO",32,2017-02-12 02:06:11 +0000,2
1025,31,"RT @lexmar1: Necesito urgente para mi hija: EBASTEL, CLOROTRIMETON o BETAMETASONA en jarabe y Cremas con CLOBETASOL, DERMOVATE, FURUOATIV.",13,2017-03-03 03:32:54 +0000,2
1031,31,"RT @CEIG_USB: Nuestro prof. Andr??s Pilloud requiere con urgencia de PANZITRAT tabletas y OLMEZARTAN tabletas, 20mg. Cualquier informaci?_n,??_",62,2017-03-01 01:48:37 +0000,2
1033,31,"RT @marisary: #ServicioPublico Se necesita con un urgencia para mi t?_a los siguientes medicamentos: Valcoter, Risperidona y Akineton.",192,2017-02-28 02:29:25 +0000,2
1096,31,RT @honeggermolina: Para Mam?? necesito con URGENCIA: Xarelto 15mg y/o Clexane 80mg. Gracias por cualquier informaci?_n. Estar?? muy atento pa??_,320,2017-02-02 14:51:39 +0000,2
1371,31,RT @javierzomeno: @AccionVZLA Estoy buscando para paciente oncol?_gico DOXETAXEL de 80m y 20m quien tenga/sepa d?_nde ubicarlo comunicarse co??_,3,2016-04-27 15:55:50 +0000,2
1382,31,RT @marialevila: #ServicioPublico Se necesita Inmunoglobulina y caspofunginas para bebe en UTIN Clinica IEQ @AccionVZLA @fundatiacruz @Fund??_,8,2016-03-28 00:34:37 +0000,2
1450,23,RT @ijrq75: @AyudaMedicinasV Por favor quien tenga Vidasa de 100 mg via intravenosa para tratar la leucemia me lo haga saber. Infinitas Gra??_,19,2017-02-10 22:06:02 +0000,2
1451,23,"RT @Mafary: @AyudaMedicinasV Necesito para mi mam??, Zanidip o Lercadip en cualquier presentaci?_n, cualquier informaci?_n les sabr?? agradecer.",18,2017-02-10 22:06:00 +0000,2
1457,23,"RT @Key_2212: @AyudaMedicinasV  Buenas tardes, necesito Fulgran o Aumentin pedi??trico de 400 o 600 mg.",27,2017-01-31 21:58:11 +0000,2
1461,23,RT @Jasonrobt: @AyudaMedicinasV solicito en caracas quetiapina de 200 mg o de 100 mg por favor difundir gracias,6,2017-02-03 20:31:56 +0000,2
1464,23,RT @lfigueroa4: @AyudaMedicinasV buenas noches necesito con urgencia clexane de 60 mg si saben algo por favor avisar,6,2017-01-28 14:24:10 +0000,2
1466,23,"RT @Kathyaguillon1: Urgente berodual en soluci?_n o inhalador o duoven, y ulcon antigastritico, @Donatumed @AyudaMedicinasV @AyudaMedicinas",7,2017-01-28 14:24:07 +0000,2
1468,23,RT @Ma_Angeles81: @AyudaMedicinasV Se solicita con urgencia ADALAT 30MG OLMETEC 20 MG para comprar y/o donaci?_n.Contacto 0416-6858638,6,2017-01-28 14:23:57 +0000,2
1469,23,RT @Kathyaguillon1: Se necesita con urgencia symbicort inhalador para asma cr?_nica..@fundacionlapastillita @FUNDAMEDIOS @AyudaMedicinasV @??_,30,2017-01-28 14:24:04 +0000,2
1472,23,"RT @enelhome: @AyudaMedicinasV necesito cefadroxilo o ciproflaxina para paciente con flebitis infecciosa, 0414 2296890",6,2017-01-28 14:23:51 +0000,2
1476,23,RT @ypuf07: Buenas para paciente oncol?_gico se necesita gencitabina para tratamiento de quimioterapia @AyudaMedicinasV,23,2017-01-27 21:17:19 +0000,2
1477,23,RT @yasm1226: @AyudaMedicinasV necesito valpron en pastilla quie sepa donde pueda encontrar x favor lo necesito con urguencia,14,2017-01-27 21:17:17 +0000,2
1478,23,"RT @margaretunderc: ""@brunildamora: Busco ""GLAUCOTENSIL T"" en Vargas y @marialex1801 tambi??n, en Punto Fijo  #ServicioPublico @AyudaMedicin??_",10,2017-01-23 02:59:42 +0000,2
1480,23,"RT @douglassound: @AyudaMedicinasV  por favor para paciente con c??ncer se necesita Pregabalina comprimidos de 300 mg. urgente, residenciado??_",15,2017-01-22 14:49:06 +0000,2
1482,23,"RT @ValeriEstefan: @AyudaMedicinasV Necesito los medicamentos Diane 35 mg y Dixi 35 mg,si alguien sabe donde se consigue, favor comunicarme??_",48,2017-01-23 02:59:37 +0000,2
1484,23,"RT @ValeriEstefan: @AyudaMedicinasV Necesito con urgencia estos medicamentos: Normix y moderan, cualquier cosa comunicarse a este numero 04??_",11,2017-01-22 14:48:53 +0000,2
1489,23,"RT @mariangelicavy: @AyudaMedicinasV Buenas, necesito con urgencia metronidazol pedi??trico. Mi sobrina de 11 meses tiene amibiasis",25,2017-01-16 23:26:01 +0000,2
1491,23,#ATENCION Bebecita de 11m necesita con car??cter de urgencia METRONIDAZOL Ped. @ServicioPubliVE @spvzla??_ https://t.co/bh9yKRzg6m,19,2017-01-16 23:25:56 +0000,2
1492,23,#URGENTE beb?? de 11 meses con amibiasis necesita METRONIDAZOL @DonaMed_VE @fundatiacruz @ACLAVE @trafficLARA #Lara https://t.co/ZvP1QQf5VZ,16,2017-01-16 23:23:16 +0000,2
1493,23,"RT @angelabritor: @AyudaMedicinasV Se necesita urgente LEVOFED, LEVATERENOL, NORADRENALINA o NOREPINEFRINA en ampollas son 6. Caracas 04143??_",4,2016-12-28 14:56:27 +0000,2
1499,23,"RT @martha10103: @AyudaMedicinasV  buenas noches busco endovenoso ciprofloxacina 500mg,  cefotaxime 500mg, metronidazol 500mg por favor y g??_",2,2016-12-17 13:09:35 +0000,2
1500,23,RT @solgraciosa: @AyudaMedicinasV MUY URGENTE  se requiere Rocephin o ceftriaxona intramuscular para una paciente en Caracas,5,2016-12-17 13:09:30 +0000,2
1507,23,RT @alaukakbar: @AyudaMedicinasV B NOCHES NECESITO EL MEDICAMENTO meropenem en ampollas,10,2016-11-30 00:57:32 +0000,2
1508,23,"RT @LF_Gabo: @AyudaMedicinasV necesito con caracter de urgencia:-Olanzapina 5mg,-Valcote 500mg,-Escitalopram 20mg.Ayuda por favor!",7,2016-12-13 16:22:43 +0000,2
1510,23,RT @carloslsilvav: @AyudaMedicinasV Necesito MICARDI PLUS o cualquier otro Telmisartan de 80,2,2016-11-30 13:31:00 +0000,2
1518,23,"RT @Anyi12Anyeli: @AyudaMedicinasV Requiero comprar con urgencia Citicolina, citic, zanidip y daflon. Agradezco cualquier informaci?_n. Grac??_",28,2016-11-28 22:15:11 +0000,2
1526,23,RT @solpertu: @AyudaMedicinasV donde puedo conseguir Sirogan 100mg o en inyeccion 25 mg,2,2016-11-24 21:52:33 +0000,2
1529,23,"RT @jic_seguridad: @DonaMed_VE @Donatumed @AyudaMedicinasV Ayuda para @omairabarca con urgencia Abretia o Strattera, y Valpron o Valcote de??_",5,2016-11-24 21:52:12 +0000,2
1531,23,RT @PutyKat: @fundafarmacia @Akiztapp @AyudaMedicinasV  URGENTE EN CARACAS Mi familia necesita QUETIAPINA 300mg de liberaci?_n continuada,3,2016-11-24 21:51:23 +0000,2
1533,23,"RT @negritayo1: @RXI_Pharmacy @AyudaMedicinasV por favor necesito glucofage 750 XR, asi como eutirox de 100 mcg, como lis puedo obtener",4,2016-11-24 21:51:17 +0000,2
1537,23,RT @nelsi0_0: @AyudaMedicinasV Buen d?_a sabr??n donde conseguir Plaquinol de 200mg,3,2016-11-24 16:30:30 +0000,2
1541,23,RT @Anyi12Anyeli: @AyudaMedicinasV Buen D?_a. Requiero comprar con urgencia Citicolina. En caso de info favor notificar. Es urgente. Gracias,1,2016-11-24 13:12:38 +0000,2
1542,23,RT @MarinFryls: @AyudaMedicinasV Busco electroproyectina para ni??o de 8 a??os #Barquisimeto #Urgente,4,2016-11-24 13:12:25 +0000,2
1545,23,RT @alfonsoduran3: @AyudaMedicinasV buenos d?_as Saludos necesito xarelto de 10 o 20 mg urgente para mi madre qu?? viene de un infarto gracia??_,3,2016-11-24 13:12:09 +0000,2
1555,23,RT @Andmandrade79: @AyudaMedicinasV Busco para mi madre ampolla Mabthera (rituximab) 500mg para LNH por favor RT 0414-5668801 https://t.co/??_,9,2016-11-24 02:45:52 +0000,2
1556,23,"#Atenci?_n se necesita Xarelto 20mg (Rivaroxaban) paciente oncol?_gico, informar a @despistada1234 si saben de algo",6,2016-11-24 02:45:21 +0000,2
1559,23,"RT @kenzo05: @AyudaMedicinasV por favor,necesito comprar,Pregabalina 150mg,en capsulas.@kenzo05,email:cityzenrg@hotmail.com tlf 04143235552??_",3,2016-11-24 02:41:00 +0000,2
1560,23,RT @rosascarpio: @AyudaMedicinasV para paciente grave  requiero con urgencia NIVOLUMAD de 40 mg por favor quien tenga a bien contactarme 04??_,5,2016-11-24 02:40:52 +0000,2
1561,23,"RT @evecoronel: ZYPREZA con urgencia se busca donde este en Venezuela @ayudaalcubo,@AyudaMedicinasV,@LocatelVzla",5,2016-11-24 02:40:42 +0000,2
1566,23,RT @DJALEX2641: @AyudaMedicinasV buen dia espero su ayuda agradecido busco furosemida de 20 mg urgente,6,2016-11-24 02:39:17 +0000,2
1569,23,RT @Yandiyandi: @AyudaMedicinasV busco Pregabaina cualquier dosis,11,2016-11-19 02:19:06 +0000,2
1577,23,RT @GuerraEleidys: @AyudaMedicinasV buscando : Doxetacel 120mg y Herceptin 440mg.  Puerto Ordaz.,7,2016-11-17 21:12:15 +0000,2
1580,23,RT @johannsv: @AyudaMedicinasV Buenos d?_as!!Buscando Somazina de 500mg Gracias!!,1,2016-11-17 15:41:08 +0000,2
1581,23,RT @johannsv: @AyudaMedicinasV Buenos d?_as!!Buscando Madopar Gracias!!,2,2016-11-17 15:41:07 +0000,2
1590,23,"RT @mariangelicavy: @AyudaMedicinasV  buenas, se necesita urgente Liolactil suspension oral.",9,2016-11-15 19:25:48 +0000,2
1593,23,RT @yaneiracandrade: @AyudaMedicinasV busco con urgencia Sitaglis Met o Galvus Met 50mg 500 mg. Muchas Gracias por el apoyo .,3,2016-11-14 14:10:13 +0000,2
1597,23,"RT @Maritza17391379: @AyudaMedicinasV Buenos d?_as por favor necesitamos Ketosteril, Gracias",6,2016-11-09 12:53:18 +0000,2
1599,23,RT @9soro: @AyudaMedicinasV Urgente se necesita para familiar Tiocolfene 600mg porfa dar RT,10,2016-10-17 15:06:51 +0000,2
1609,23,RT @Margari35583090: @AyudaMedicinasV Buenas noches! Solicito TEMODAL de 20 y 100mg agradezco informaci?_n si alguien tiene el medicamento.??_,4,2016-09-29 12:34:45 +0000,2
1612,23,"RT @chichilei: @AyudaMedicinasV @FundacionBADAN por favor Se necesita mirapex de 0,25mgr y efexor de 75 o 150mg. Gracias",4,2016-09-29 12:34:33 +0000,2
1618,23,"RT @Yosgarcia_f: @AyudaMedicinasV Buenos d?_as, busco Rhogam",2,2016-09-21 15:00:09 +0000,2
1629,23,RT @Patty_87: @AyudaMedicinasV estoy buscando SULFATO DE BARIO para 1 endoscopia.Tienen disponible?,5,2016-09-14 13:25:52 +0000,2
1630,23,RT @javidalber: @AyudaMedicinasV estoy en la busqueda de: CITICOLINA 500 y EXELON cualquier tama??o gracias,3,2016-09-14 13:25:27 +0000,2
1631,23,"RT @morella1102: @AyudaMedicinasV Hola estoy buscando en  edo. Miranda quetiapina 300mg, clonazepan 2mg o rivotril 2mg y mitarzapina 30mg a??_",6,2016-09-09 18:46:31 +0000,2
1633,23,RT @Recomendao: Solicitamos con #Urgencia TRAMAL o TRAMADOL 50mg en ampollas en #PuntoFijo #Falc?_n _??_ 04123103200 https://t.co/8dsHP05Zis,14,2016-09-14 13:25:49 +0000,2
1644,23,RT @Mariselitag: @AyudaMedicinasV Se requiere con urgencia  janumet 50/500mg o galvus met 50/500mg. Informaci?_n o ayuda al 0412-0560879,17,2016-09-05 21:08:51 +0000,2
1645,23,RT @ancarve: @AyudaMedicinasV buenas tardes necesito encontrar Epirrubicina 75 mg o Adriamicina 50mg en ampollas con urgencia paciente con??_,5,2016-09-05 21:08:46 +0000,2
1647,23,"RT @DalimeysC_: @AyudaMedicinasV Compro NOAL (pastilla anticonceptiva), 2 Mg.",2,2016-09-05 21:08:37 +0000,2
1649,23,RT @kairerojas: @AyudaMedicinasV Amigos me ayudan con un RT. BUSCO URGENTE PARA SR. SINOGAN 100MG O EN OTRA PRESENTACI??N. El paciente est????_,15,2016-09-04 14:08:32 +0000,2
1650,23,"RT @arhaydee19: @AyudaMedicinasV   Agglad gotas oftalmol?_gicas, Cislostal, Concor, Vasaltan 150 mg y Janumet 50/1000, vivo en Los Teques",6,2016-09-04 14:08:30 +0000,2
1651,23,RT @EnLaViaVnzla: @AyudaMedicinasV *SOLICIT?? URGENTE**TRANGOREX*Son para m?_ Mam??Gracias,7,2016-09-01 20:05:13 +0000,2
1652,23,"RT @arhaydee19: @AyudaMedicinasV  Feliz tarde, por favor requiero de Agglad gotas oftalmol?_gicas, Cislostal, Concor, Vasaltan 150 mg y Janu??_",7,2016-09-01 20:05:15 +0000,2
1656,23,RT @Moix056: @AyudaMedicinasV Necesito Urgente GYNODERAIN OVULOS para mi novia en san juan de los morros - EL GUAFAL-. por favor ayuda con??_,7,2016-09-01 20:05:17 +0000,2
1661,23,RT @OleidaBastidas: @AyudaMedicinasV BUENAS TARDES SE NECESITA PARA PACIENTE CON PARKINSON MADOPAR O SINAMET Y MIRAPEX. BARQUISIMETO.  DIOS??_,10,2016-08-19 21:00:24 +0000,2
1663,23,RT @johannna_tineo: @AyudaMedicinasV se necesita con urgencia avestin ampolla 400 mg. Favor comuniquese al 04249367318 Gualberto Ruiz,49,2016-08-19 21:00:12 +0000,2
1673,23,"RT @Giovannyqm: @AyudaMedicinasV Buenas,les agradeceria si me pueden ayudar a conseguir el siguiente medicamento en Barquisimeto METFORMINA??_",5,2016-08-01 11:55:41 +0000,2
1675,23,RT @Giovannyqm: @AyudaMedicinasV Les agradeceria si me pueden ayudar a conseguir el siguiente medicamento en Barquisimeto Tegretol de 200 g??_,4,2016-08-01 11:55:39 +0000,2
1681,23,RT @MrJosema: @AyudaMedicinasV Se solicita con urgencia Zyprexa de 10mg para se??ora de 55 a??os con Esquizofrenia Paranoide. Tlf: 0246-99510??_,6,2016-07-21 03:21:25 +0000,2
1682,23,RT @hndzjavier: @AyudaMedicinasV por favor necesito con urgencia Benzetacil... Agradezco la ayuda,7,2016-07-20 22:27:05 +0000,2
1683,23,"RT @Angee_Slzr: Feliz d?_a, solicito con urgencia olmetecamlo 40mg-5m por favor si tienen informaci?_n  @AyudaMedicinasV",8,2016-07-20 22:26:59 +0000,2
1684,23,RT @wduarte_10: solicito desmopresina spray nasal o minirim spray nasal para cirugia de hipofisis @AyudaMedicinasV @FLaPastillita https://??_,4,2016-07-20 22:27:04 +0000,2
1693,23,"RT @lafilipinaroo: @AyudaMedicinasV solicito para paciente con cancer Zoloft o formula gen??rica de 25 o 50 mg, gracias por su ayuda",9,2016-07-06 22:35:10 +0000,2
1694,23,"RT @AtomBas50: @AyudaMedicinasV Buenas tardes solicito con urgencia Valsartan HTC de 80mg-12,5mg , en Caracas, agradecido de antemano.",13,2016-07-06 22:35:17 +0000,2
1706,23,RT @solgraciosa: @SeBuscaSeDona @fundatiacruz @AyudaMedicinasV @AyudaSOSVzla  busco cezarette y arlette por favor avisar por esta misma v?_a??_,6,2016-06-09 00:50:05 +0000,2
1708,23,"RT @Yonangel: @AyudaMedicinasV Buenas tardes, el Sr. Edwin C??rdenas, necesita con urgencia el medicamento Fernobarbital 100mg, Telf. 041296??_",6,2016-06-07 23:18:10 +0000,2
1709,23,RT @lilicocorita: @AyudaMedicinasV Necesito Clorhidrato de tamsulosina 0.4mgs secotex prostatinon clorhidrato de tamsulosina Amiodarona- tr??_,6,2016-06-07 23:18:08 +0000,2
1713,23,RT @elvira_mara: @AyudaMedicinasV Buen d?_a. Necesito CLONAC ?_ CLONAZEPAM 2 mgs.Por favor me hagan saber d?_nde enontrarlo.,6,2016-06-02 13:13:54 +0000,2
1716,23,"RT @Nerevicky: @AyudaMedicinasV Hola buenos dias, necesito losartan potasico 50mg, gracias por tu ayuda, mi correo nerevicky@hotmail.com",8,2016-06-02 13:13:52 +0000,2
1721,23,RT @Dayalola: @AyudaMedicinasV Hola.Estoy buscando URGENTEMENTE el sig. medicamento: LAMOTRIGINA 100MG. Les agradezco mucho,12,2016-05-28 00:24:34 +0000,2
1723,23,RT @princess_yesss: @AyudaMedicinasV @Donatumed Busco Suturas: Vycril 1 por favor ayudndemen #Maracaibo,6,2016-05-27 17:43:15 +0000,2
1732,23,RT @molinalex1970: @AyudaMedicinasV por favor se necesita con urgencia fenobarbital para paciente en maracay de 52 a??os ciego,5,2016-05-26 15:29:48 +0000,2
1733,23,RT @vegg3d: @AyudaMedicinasV Saludos.Familiar hosp. en Policl?_nico de Turmero (ARAGUA) necesita con urgencia 4 ampollas SOMASTIN 3mg.Agrade??_,6,2016-05-26 15:29:51 +0000,2
1747,23,RT @ElianaRamirez8: @AyudaMedicinasV Hola busco Mirapex de 0.25mg estoy en Valencia gracias.,2,2016-05-17 20:04:46 +0000,2
1750,23,RT @mamsalcedo: @AyudaMedicinasV Buenas tardes por favor me pueden ayudar a conseguir glucofage 500 y 1000mg en valencia.,6,2016-05-17 20:04:21 +0000,2
1753,23,RT @MariTrujillod: @AyudaMedicinasV Mi abuela es diab??tica y necesita con car??cter de urgencia Galvus o Januvia 100 mg.,3,2016-05-16 13:27:14 +0000,2
1759,23,RT @MARYRorfebre: @FundacionBADAN @fundafarmacia Se necesita urgente lasix 20mg aladactacuda 25 mg  @AyudaMedicinasV @AyudaHumanVzla https:??_,7,2016-05-14 03:33:03 +0000,2
1770,23,"RT @DARLE1718GV: @AyudaMedicinasV solicito para anciana de 83 a??os ,lasi o furoquimida urgente",1,2016-05-09 14:15:57 +0000,2
1774,23,"RT @ZacMarFa: @AyudaMedicinasV HOLA COMPA??ERA D TRABAJO BUSCAR CON URGENCIA 8 AMPOLLAS DE LEVOPHED PARA SU PADRE ,X FAVOR QUIEN SEPA. INF A??_",5,2016-05-07 05:01:21 +0000,2
1775,23,RT @yali123456: Se requiere con urgencia complejo b endovenoso @AyudaMedicinasV @ayudamedicina,8,2016-05-07 05:01:26 +0000,2
1776,23,"RT @Keylamolina27: @AyudaMedicinasV Hola!. Necesito con urgencia EUTIROX de 50, 100 o 200mg. Por favor ayudenme!",8,2016-05-07 05:01:19 +0000,2
1783,23,"RT @geraldrebelde: @AyudaMedicinasV  busco Urgente GYNOTRAN crema vaginal o en ovulos, quien sabe donde conseguirlas, gracias.",4,2016-05-06 22:35:16 +0000,2
1784,23,"RT @juliapacheco18: @AyudaMedicinasV por favor necesito Parvital o minapex en tab. Y Zoloft, tialin o senef tab 50 mg. Maracay o valencia",10,2016-05-06 22:35:20 +0000,2
1791,23,RT @gabygutierrez08: @AyudaMedicinasV buenas noches necesito con urgencia utrogestan o geslutin por favor estoy embarazada y mi bb esta en??_,13,2016-05-06 02:58:12 +0000,2
1793,23,"RT @sanny911: @AyudaMedicinasV Hola se necesita, fenobarbital en ampolla para un RN.Hospitalizado en el H. Domingo Luciani.",12,2016-05-06 02:58:10 +0000,2
1797,23,"RT @maryvaash: @AyudaMedicinasV Buenas, necesito para las quimioterapias de mi pap??: #Leucovorina de 100mg en ampollas y #Dosifuser de 250-??_",9,2016-05-05 14:32:07 +0000,2
1800,23,RT @borisduin: @AyudaMedicinasV Buenos d?_as. Se requiere Ziprexa inyecci?_n 10mgr y aprovel de 150 mgr. Dos casos en Bqto,6,2016-05-05 14:32:08 +0000,2
1801,23,RT @borisduin: @AyudaMedicinasV Buenos d?_as.  Necesito por favor Ziprexa inyectable para mi hija. Agradecido a quien pueda informar,7,2016-05-05 14:32:12 +0000,2
1806,23,"Jose Guedez necesita Nimotop 30mg, paciente que acaba de sufrir ACV #serviciop?_blico",20,2016-04-30 01:43:19 +0000,2
1816,23,"RT @turmerena62: @AyudaMedicinasV se solicita Daflon, flebosmin,  o Hyflon",12,2016-04-27 03:38:19 +0000,2
1817,23,RT @chichilei: @AyudaMedicinasV por favor busco Citarabina de 1gr diez ampollasLeucorobina en tabletasGlutapack,10,2016-04-27 03:38:17 +0000,2
1823,23,"RT @AntonietaRamir: @AyudaMedicinasV Para iniciar tratamiento de mi hija Necesito EUTHYROX 100mg, (THYRAX 100 mg NOVOTIRAL 100 mg,PURAN T4,??_",7,2016-04-24 13:40:02 +0000,2
1824,23,"RT @BarriosMaury: @AyudaMedicinasV   BUSCO Y COMPRO:GLUCOFAGE750XR,RAMIPRIL 5MGS, DIANE, DIXI ?? GABY 35 0424 1528167",3,2016-04-23 22:18:09 +0000,2
1827,23,RT @Natygc: @AyudaMedicinasV necesito por favor Neurontin o lo q es lo mismo gabapentina en cualquier dosis. Gracias,7,2016-04-23 22:17:49 +0000,2
1833,23,RT @Gabrielafarina7: @AyudaMedicinasV Urgente para mi padre Cloruro de Sodio 0.9%  o 0.45%. Necesita 2 por dialisis que sin eso no se la ha??_,4,2016-04-23 22:17:38 +0000,2
