id,user_id,cluster,text,retweet_count,posted_at
143,18,0,RT @maralibert: @sebuscasedona   @ACLAVE @fundatiacruz @DonaMed_VE @sebuscasedona @MelanioBar @hsiciliano muere abuelo por no conseguir med??_,4,2017-03-14 00:36:33 +0000
148,18,0,"RT @sntpvenezuela: #ServicioPublico Solicitan ayuda para la periodista Ivonne Andara, quien est?? hospitalizada con pancreatitis https://t.c??_",102,2017-03-13 22:59:15 +0000
149,18,0,"RT @JenniBelisario: #SabiasQue @AgendaCAF Banco de Desarrollo de Am??rica Latina, y #Fundaci?_nIdeas dise??aron un programa de #AsesoriaEmpres??_",2,2017-03-13 22:44:01 +0000
150,18,0,@clozada59 @SAnticancerosa @FundacionBADAN @SOSmedicina @AyudaSOSVzla @Donatumed  Att @FALCOMEDICAPLUS @CruMarCA @eurociencia_ve,1,2017-03-13 22:38:27 +0000
154,18,0,?????èhora del caf?? se acab?_ el programa del amigo @EstacionRockON la ?_nica forma de trabajar despu??s del almuerzo de 2 a 4,1,2017-03-13 19:48:21 +0000
156,18,0,RT @NTN24ve: Encuesta Nacional de Hospitales 2017: Centros de salud del pa?_s enfrentan 78 % de escasez de medicamentos https://t.co/75jUrho??_,22,2017-03-13 19:30:09 +0000
157,18,0,S?_lo con este tweet se gan?_ que la sigui??ramos... https://t.co/yHymGhRYjp,0,2017-03-13 19:28:32 +0000
162,18,0,RT @anncaba: La Defensoria del Pueblo a qui??n defiende? Hospital JM d los R?_os s la s?_ntesis d l desidia y desamparo d Ni??os Venezolanos. N??_,17,2017-03-13 19:17:50 +0000
162,18,0,RT @anncaba: La Defensoria del Pueblo a qui??n defiende? Hospital JM d los R?_os s la s?_ntesis d l desidia y desamparo d Ni??os Venezolanos. N??_,17,2017-03-13 19:17:50 +0000
164,18,0,Lo ?_nico que lograron las 2 pendejas haciendo twerking sobre un feretro es que lograron que mucha gente les tuviese l??stima o asco...Triste,1,2017-03-13 19:02:30 +0000
169,18,0,@drabfigueroa @MedicosUnidosVe @rocagrau @TinedoGuia @fasvzla @mapanivzla @_Provea @codevida @AccionSolidaria el candado impide el rt,0,2017-03-13 18:43:23 +0000
170,18,0,RT @dianacpn: #ServicioPublico @sebuscasedona @Ninosalasdfe @ACLAVE @DonaMed_VE @AyudaSOSVzla @BuscandoMedicin @VE_medicamentos @fundatiacr??_,15,2017-03-13 18:43:57 +0000
172,18,0,RT @fundacolibrive: Para donar ?_nicamente en Maracaibo . Debe enviar recipe Cedula y su informe v?_a mensaje directo https://t.co/T2AfMXkz7Y,21,2017-03-13 18:41:19 +0000
178,18,0,@mauxibe @milagrodccg @salva_galeano @fundatiacruz  farmacia malagon,0,2017-03-12 21:36:02 +0000
179,18,0,RT @ResistenciaV58: ??INDIGNADO! El doloroso testimonio de un m??dico: ???Cada muerto en un hospital es culpa de este r??gimen??√π https://t.co/0IL??_,114,2017-03-12 18:22:54 +0000
179,18,0,RT @ResistenciaV58: ??INDIGNADO! El doloroso testimonio de un m??dico: ???Cada muerto en un hospital es culpa de este r??gimen??ù https://t.co/0IL??_,114,2017-03-12 18:22:54 +0000
185,18,0,RT @Bendeci00244128: @DonaMed_VE @ACLAVE @fundatiacruz @LocatelVzla_ATC https://t.co/Vr10aPPqP0,5,2017-03-12 14:21:19 +0000
189,18,0,RT @Valkiria_Sigrun: Me ayudas a difundir el mensaje ? . https://t.co/v4kBVikW60,370,2017-03-11 18:13:19 +0000
192,18,0,@milagrodccg @salva_galeano @fundatiacruz  att URGENTE @parkinson_vzla,0,2017-03-11 17:56:22 +0000
199,18,0,Agradecidos con Policia Edo Lara La llamamos hoy por un tipo agresivo quizo entrar a nuestro taller laboral. Llegaron en 5 min,1,2017-03-11 17:22:28 +0000
201,18,0,RT @MaryMedGuara: @ACLAVE @trafficLARA @DonandoTu #Barquisimeto ORH negativo @DonaMed_VE https://t.co/NZrsy9pzj5,4,2017-03-11 17:08:17 +0000
201,18,0,RT @MaryMedGuara: @ACLAVE @trafficLARA @DonandoTu #Barquisimeto ORH negativo @DonaMed_VE https://t.co/NZrsy9pzj5,4,2017-03-11 17:08:17 +0000
202,18,0,@Adri1706 att  @DonanteSangreVE  @ONEGATIVO,1,2017-03-11 17:08:01 +0000
217,18,0,RT @AnonMundial: _???#11/03 2da #CaravanaDeAmor donde la fundaci?_n @arepita_feliz llevar?? alimentos a gente que comen de la calle #Carabobo #D??_,65,2017-03-11 13:12:13 +0000
221,18,0,RT @clozada59: @ACLAVE @sebuscasedona @DonaMed_VE @Donatumed @SOSmedicina @AyudaSOSVzla https://t.co/ZuQGvS1DEa,5,2017-03-11 00:51:42 +0000
223,18,0,RT @LilianaSnchez9: @fundatiacruz  era un estafador @farmacosnew8888  borro su cuenta pero ya est?? identificado https://t.co/mTmGwp6m4c,26,2017-03-11 00:32:07 +0000
225,18,0,RT @AnonMundial: @farmacosnew8888 _?ê?Deja de Estafar a la gente!!!Dejaste sin medicinas a Pacientes con C??ncer!!!_?ê? tel??fono de HENDERSON_???_?è?_??_0??_,95,2017-03-11 00:32:24 +0000
233,18,0,RT @argeliamm36: @ElPoliTwico ya las gotas las consegu?_ gracias a @AnonMundial pero necesito https://t.co/daenxZSTEe,12,2017-03-10 23:09:40 +0000
236,18,0,"RT @GenPenaloza: INDOCUMENTADO subio salario de los medicos venezolanos de $20 a $30. Entretanto paga $6,000 mensual por medico cubano a Ra??_",639,2017-03-10 23:00:09 +0000
238,18,0,@logiflo donde? ciudad? disp maracaibo en disponible #Metronidazol suspensi?_n BOTIQUERIA NUEVA FAMILIA 0261-7988067/7976487,1,2017-03-10 22:34:13 +0000
245,18,0,RT @Mechamil: @alfredoahh @FundacionBADAN @SaludYa0800 @ACLAVE @FLaPastillita @DonaMed_VE @DonandoMedicin1 @DONANDOTRATAMI @Oropeza_Mari @A??_,7,2017-03-10 22:09:57 +0000
246,18,0,RT @AnonMundial: ?????èDonando Medicinas a fundaciones que prestan un gran servicio de ayuda a los m??s necesitados. https://t.co/XvNtbGcNZw,20,2017-03-10 22:09:22 +0000
249,18,0,RT @AnonMundial: _???La cuenta de _???_?è?farmaciagaduel1 ofrece medicinas q NO HAY a precios accesibles para luego ESTAFARLAS ! #Den?_ncialo NO CAIG??_,345,2017-03-10 22:10:57 +0000
259,18,0,"A los que entendieron que un espectro no puede tratarse con un tratamiento ?_nico, a los que entendieron que es... https://t.co/3BsKqpH3xp",0,2017-03-10 15:17:00 +0000
262,18,0,RT @Charlyee1111: #SeDona @ACLAVE @DonaMed_VE @FundacionBADAN @fundatiacruz https://t.co/yvcqcFFBzt,2,2017-03-10 15:01:07 +0000
263,18,0,RT @MARACAYACTIVA: via @MonicArtist27: Si requiere o conoce a alguien que necesite un silla de ruedas comunicarse al 04267345596  https://t??_,152,2017-03-10 15:04:56 +0000
265,18,0,"#DiaDelMedico a los que se fueron, a los que se quedaron, a los que no ocultan los datos y  trabajan con las u??as d??_ https://t.co/27xZkSpKlR",6,2017-03-10 14:59:22 +0000
269,18,0,"LETRA MUERTA lo ?_nico que dej?_ AN en 2016 ""LEY DE AUTISMO"" queda fuera de Programas y no ser?? tomada en cuenta por orden del ME #ANdeAdorno",0,2017-03-09 22:21:54 +0000
276,18,0,RT @ayudatricolor: @ACLAVE @Akiztapp @FundacionBADAN @farmaciafarmoi @infomedisalud @fundatiacruz @DonaMed_VE @Donatumed @FundacionSaleh ht??_,7,2017-03-09 19:57:30 +0000
280,18,0,RT @VenezolanaMay: Esto va con much@s que se la dan de enferm@s y piden medicamentos y dinero y se hacen llamar #serviciop?_blico  _?_? https:/??_,93,2017-03-09 19:11:28 +0000
291,18,0,"RT @PituaFerrer: @ACLAVE @DUINCONSUELOC @YusnabyPerez URGENTE para 2da etapa de quimio. Ay?_denme a encontrar el medicamento. Macbo, 0414618??_",12,2017-03-09 15:09:26 +0000
291,18,0,"RT @PituaFerrer: @ACLAVE @DUINCONSUELOC @YusnabyPerez URGENTE para 2da etapa de quimio. Ay?_denme a encontrar el medicamento. Macbo, 0414618??_",12,2017-03-09 15:09:26 +0000
293,18,0,RT @TemplarioResisT: Difunden en las redes sociales video del Hospital Central de Maracay por caso de desnutrici?_n.#ChavezCorazonDeMiPatria??_,415,2017-03-09 13:03:52 +0000
294,18,0,RT @clozada59: @fundatiacruz @ACLAVE @SOSmedicina @Necesidades_ @BuscoTuMedicina https://t.co/vBN6XUQNR1,3,2017-03-09 12:44:13 +0000
305,18,0,RT @sobramarmed: FIRMA VOTA MARCHA..... MIENTRAS  EL LEGADO CONTIN?_A  #NoHaymedicamentos  alimentos  seguridad personal #VenezuelaMue??_,77,2017-03-08 13:51:40 +0000
305,18,0,RT @sobramarmed: FIRMA VOTA MARCHA..... MIENTRAS  EL LEGADO CONTIN?_A  #NoHaymedicamentos  alimentos  seguridad personal #VenezuelaMue??_,77,2017-03-08 13:51:40 +0000
306,18,0,con tema de FAKE NEWS les decimos que el dead count s?_lo aumenta por info de PERIODISTA de medio serio o dir. de Hospital. Todo Confirmado,1,2017-03-08 13:55:06 +0000
307,18,0,RT @dianacpn: #ServicioPublico #Urgente @sebuscasedona @Anticonvulsivos @FundacionBADAN @FundacionSVida @ACLAVE @DonaMed_VE @VE_medicamento??_,8,2017-03-08 13:05:07 +0000
308,18,0,RT @dianacpn: #ServicioPublico @ACLAVE @DonaMed_VE @sebuscasedona @FundacionSVida @Ninosalasdfe @FundacionUFA @provitared @AyudaMedicinas @??_,5,2017-03-08 13:04:58 +0000
309,18,0,RT @DUINCONSUELOC: https://t.co/o0Tp2XpJae @sebuscasedona @ACLAVE @fundatiacruz @FundLasDanielas @FUNDACIONIANAN @aconvida16 @codevida @Acc??_,2,2017-03-08 13:03:56 +0000
325,18,0,RT @josel_6027: RT@janfili#ServicioPublico #Urgente @venezuelasos86@TuyaTan @Justiciera75 @Proctologo @solechesoluma @RossVzla29 @EnkiVzl??_,87,2017-03-07 19:11:30 +0000
327,18,0,"RT @El_Noticiero: URGENTE: 20 donantes de sangre, cualquier tipo, para el Sr. Antonio Salazar recluido en el Hosp. P??rez Carre??o. Contacto:??_",22,2017-03-07 18:56:08 +0000
327,18,0,"RT @El_Noticiero: URGENTE: 20 donantes de sangre, cualquier tipo, para el Sr. Antonio Salazar recluido en el Hosp. P??rez Carre??o. Contacto:??_",22,2017-03-07 18:56:08 +0000
328,18,0,@EMCR89 @marcos_suarez21 @sebuscasedona que llame al 0800 salud,0,2017-03-07 18:55:39 +0000
330,18,0,RT @Charlyee1111: @DonanteSangreVE @ACLAVE https://t.co/ZPMK3vv3n6,3,2017-03-07 18:55:54 +0000
333,18,0,RT @Alexbalza306: Lo mejor fuera sido echarle pintura negra o petr?_leo. Como esta el mural de los ojitos en ciudad varyna. https://t.co/WV5??_,3,2017-03-07 17:06:33 +0000
335,18,0,@FondoAlquimia @ongsavia @icw_latina @fundacionmargen esta canci?_n puede ayudar a la campa??a https://t.co/I442Orlf4g,1,2017-03-07 17:01:51 +0000
336,18,0,TRIPLICARON el ALQUILER de nuestra sede??Ayuda! Dona a  Vzla https://t.co/FqQB0u4p22. a trav??s de  @generosity o en cta banesco Venezuela,1,2017-03-07 16:49:34 +0000
338,18,0,https://t.co/BZQggrnsxT,0,2017-03-07 18:06:40 +0000
341,18,0,@juanes Amigo necesitamos ayuda urgente https://t.co/HsBTbhYuU5,0,2017-03-07 15:30:40 +0000
349,18,0,"RT @LucioQuincioC: Venezuela en GENOCIDIO ROJO, por falta de  medicinas...",15,2017-03-07 14:33:10 +0000
354,18,0,el COKI de la cota en vias de ser el OSAMA BIN LADEN en Vzla...armado por el gobierno y convertido en lider grupo armado,0,2017-03-07 12:30:00 +0000
356,18,0,RT @fundacolibrive: Para donar Solo bajo Recipe Cedula . @luisfcocabezas @ACLAVE @fundatiacruz @DonaMed_VE @sebuscasedona @MelanioBar @hsic??_,56,2017-03-07 12:19:18 +0000
357,18,0,RT @yeyeresiste: Hasta cuando cargaremos la cruz del legado de Chavez. Se nos mueren los ni??os. No hay medicinas en Venezuela. https://t.co??_,180,2017-03-07 12:12:31 +0000
359,18,0,@zoraval att @fundacionusum @anncaba,0,2017-03-06 22:36:28 +0000
360,18,0,RT @zoraval: Dono est?? medicina preferiblemente con recipe medico... vence en Abril! https://t.co/84KpF6t1lM,20,2017-03-06 22:35:53 +0000
360,18,0,RT @zoraval: Dono est?? medicina preferiblemente con recipe medico... vence en Abril! https://t.co/84KpF6t1lM,20,2017-03-06 22:35:53 +0000
361,18,0,"RT @odilioe: #ServicioPublico @AmigosDiabetes SIN INSUMOS MUEREN DIARIO PACIENTES DIAB??TICOS, T?_ RT Y DONAR PUEDE SALVAR VIDAS!  https://t.??_",82,2017-03-06 22:33:05 +0000
361,18,0,"RT @odilioe: #ServicioPublico @AmigosDiabetes SIN INSUMOS MUEREN DIARIO PACIENTES DIAB??TICOS, T?_ RT Y DONAR PUEDE SALVAR VIDAS!  https://t.??_",82,2017-03-06 22:33:05 +0000
362,18,0,RT @AccionSolidaria: #6Marzo Activamos nuevamente nuestro programa de donativos de medicamento #AyudaHumanitaria Llama de 9 am a 1pm de lun??_,56,2017-03-06 23:02:03 +0000
367,18,0,Uno quiere dejar la cosa ..pero no lo dejan. Si ud es PSUV ser?? bloqueado por ser C??MPLICE en las 4088 muertes por falta medicinas en Vzla,1,2017-03-06 22:04:11 +0000
367,18,0,Uno quiere dejar la cosa ..pero no lo dejan. Si ud es PSUV ser?? bloqueado por ser C??MPLICE en las 4088 muertes por falta medicinas en Vzla,1,2017-03-06 22:04:11 +0000
368,18,0,"como no hay METROCLOPRAMIDA (primperan) la domperidona superescasa, cientos de pacintes deshidratados sin antihem??ticos...",5,2017-03-06 22:02:51 +0000
369,18,0,"RT @MadameCondesa: Urgente: Para ni??a con autismo se requiere este medicamento, comunicarse con Sr. Parra 0414 9629425 @LaDivinaDiva @jpena??_",221,2017-03-06 21:36:44 +0000
370,18,0,RT @yncastellanos: Se necesita urgente donantes de sangre de cualquier tipo en el hospital Vargas para Mildred Blanco @DonanteSangreVE. @Se??_,60,2017-03-05 23:28:32 +0000
372,18,0,"Se alquilan cubiculos para psicologos, psicopedagogo, medicos, masoterapeuta, cosmetologo. Precios accesibles.... https://t.co/qMNZK8YS8l",1,2017-03-06 19:21:58 +0000
374,18,0,RT @AnonMundial: _???#SERVICIOPUBLICO_???#URGENTE Solicitamos Angeles Viajeros para transporte de donaci?_n de M??xico a Vzla#RedInterdonadores @??_,127,2017-03-05 23:22:35 +0000
375,18,0,RT @esmeuca: @Oropeza_Mari Disponibles Marcapaso temporal y permanente se lo cotizamos somos tienda f?_sica en #Bqto ll??menos al 04125192912??_,52,2017-03-05 23:20:28 +0000
376,18,0,"RT @medicosxlasalud: Vamos todos con la encuesta nacional de hospitales, difundirla en todo el sector salud https://t.co/J986gLIqwp",4,2017-03-05 17:59:35 +0000
379,18,0,Mi suegro no le venden pastilla de la tensi?_n sin el P...carnet de la P... y a mi cu??ada no le pagan la quincena..est??n llorando de la rabia,6,2017-03-05 17:35:10 +0000
380,18,0,@Soypinturera @ermelcm @DonaMed_VE @Donatumed @AnonMundial el deceso  4088...en 2 a??os y medio,3,2017-03-05 17:17:46 +0000
383,18,0,RT @Angelmaria76: @ACLAVE @DonaMed_VE @fundafarmacia https://t.co/MHwm3y7OLw,3,2017-03-05 17:18:16 +0000
384,18,0,RT @eliaspino: Hoy es el aniversario de una obra extraordinaria: Fe y Alegr?_a.,482,2017-03-05 16:59:35 +0000
385,18,0,"RT @ermelcm: @Soypinturera @DonaMed_VE @ACLAVE @Donatumed @AnonMundial gracias por sus intenciones , lamentablemente la abuelita falleci?_ h??_",2,2017-03-05 17:10:06 +0000
391,18,0,RT @DonanteSangreVE: #SeSolicitan 4 #DonantesDeSangre de c/tipo para Rosetta Salvatrice ma??ana en el Hosp Rodr?_guez Rivero #SanFelipe 0426-??_,28,2017-03-05 15:06:56 +0000
395,18,0,"RT @monicacorrales: El grito d Libertad d nuestro himno, representa un temor para los opresores.Cantado a coro colectivamente les aterra ht??_",228,2017-03-04 22:57:20 +0000
396,18,0,"RT @KatalinoVzla: Una MADRE necesita nuestra ayuda.  Tiene C??ncer de SENO y no consigue DOXORUBICINA.Ayudemos con un simple RT,  puede salv??_",1199,2017-03-04 22:54:49 +0000
398,18,0,TL de amigos dicen que hospital del furrial pudo llamarse Jacinto Convit...cierto perosomos m??s dr??sticos pudo llamarse Hosp Jes?_s G. Reyes,4,2017-03-04 22:50:39 +0000
400,18,0,La MUD y los partidos en vez de dar Ox?_geno al r??gimen d??nselo al Hospital de Valencia que NO TIENE,4,2017-03-04 11:58:48 +0000
404,18,0,@avepeii @codevida @noticiafundaeii @AccionSolidaria @aconvida16 @ServicioPubliVE @fundatiacruz att @DonanteSangreVE,2,2017-03-04 22:33:56 +0000
405,18,0,"RT @NaranjaRA: No tengo medicinas para mi tratamiento,   Qu?? vamos a hacer? ELECCIONES!",62,2017-03-03 23:13:31 +0000
410,18,0,@palindromica @FundacionBADAN @AngelAlvenis @Perroporfiao contacte @FALCOMEDICAPLUS ellos tienen y envian,0,2017-03-03 21:42:36 +0000
412,18,0,RT @fundacolibrive: Para donar ?√π_??√®gracias a la solidaridad maravillosa de amigos colibr?_es de hoy @fundatiacruz @boconas @hsiciliano @ACLAVE??_,111,2017-03-03 22:01:02 +0000
412,18,0,RT @fundacolibrive: Para donar ?ù_??ègracias a la solidaridad maravillosa de amigos colibr?_es de hoy @fundatiacruz @boconas @hsiciliano @ACLAVE??_,111,2017-03-03 22:01:02 +0000
416,18,0,@carsugraco @TemplarioResisT @DolarToday amigos estan descubeiendo el agua tibia,0,2017-03-03 20:03:30 +0000
418,18,0,@Maryluzjqc @Radiominuto790 en Lara consulte @CruMarCA si ellos no tienen consulte @FALCOMEDICAPLUS o @eurociencia_ve,0,2017-03-03 19:14:18 +0000
423,18,0,@7_Magico cuantos pacientes han fallecido FRENTE A T?ç (ya lnuestros son 12) REITERAMOS no ayudamos genocidas van 4087 decesos por falta meds,0,2017-03-03 18:23:45 +0000
424,18,0,"y si TODAS las ONG y Fundaciones de las REDES de DONACI??N de Medicamentos se declar??n en huelga ""1 d?_a""? a ver si los responsables aparecen",2,2017-03-03 18:36:00 +0000
425,18,0,"@7_Magico Juan Pablo 2do perdon?_ a quien le dispar?_ pero NO LO SAC?? DE PRISI??N, podemos perdonarlos PERO NADA NOS OBLIGA A ALCAHUETEARLOS",1,2017-03-03 18:14:09 +0000
425,18,0,"@7_Magico Juan Pablo 2do perdon?_ a quien le dispar?_ pero NO LO SAC?? DE PRISI??N, podemos perdonarlos PERO NADA NOS OBLIGA A ALCAHUETEARLOS",1,2017-03-03 18:14:09 +0000
426,18,0,RT @MariaCorinaYA: Toda la degradaci?_n institucional y moral que padece Venezuela en una sola imagen. https://t.co/wlRIyfyNZx,4525,2017-03-03 18:11:03 +0000
430,18,0,RT @VenezuelaAF: Archivo: Detenidos funcionarios de la PNB en Lara por desvalijar carros https://t.co/MgMzVxF7S0 v?_a @VenezuelaAF https://t??_,3,2017-03-03 13:45:21 +0000
431,18,0,RT @nattyvb: El equipo de #Cancerconactitud tiene para donar aguja de huber de 0.90mm para administraci?_n de quimio en Dtro. Capital. Agrad??_,191,2017-03-03 13:06:21 +0000
