id,user_id,text,retweet_count,posted_at,cluster
525,18,RT @SAnticancerosa: Tenemos medicamentos #Recormon Eritroproyectina) para donar si los necesitas o sabes de alguien comun?_cate con nosotros??_,141,2017-02-26 20:15:30 +0000,1
527,18,RT @SAnticancerosa: Tenemos medicamentos #Neupocen300mg para donar si los necesitas o sabes de alguien que lo requiera comun?_cate con nosot??_,74,2017-02-26 20:15:43 +0000,1
530,18,RT @cfgv1: Disponibilidad de trileptal en farmarket ccs @EpilepsiaVzlaMG @fundatiacruz @fundacolibrive @juanlorenzodona @FundLasDanielas @F??_,58,2017-02-25 17:46:27 +0000,1
556,18,RT @selemorles: Para donar dos Levotec Levofloxacina  soluciones para infusi?_n intravenosa 5 mg/ml 750 mg - 150 ml Cabimas 04161678580 solo??_,19,2017-02-23 00:29:47 +0000,1
582,18,"RT @AnonMundial: _?__#SERVICIOPUBLICO_?___??""#DonacionCARBOPLATINO, LEUCOVORINA, BIRTEZOMIB, EPIRUBICINA Interesados escribir al correo ninosconal??_",143,2017-02-21 13:40:37 +0000,1
603,18,"RT @FundacionBADAN: @lisrodriguezz Buenos d?_as Disponible Fenobarbital (Gardenal) 100mg Presentar r??cipe,informe y c.i del paciente. Sucur??_",7,2017-02-20 16:46:41 +0000,1
608,18,"RT @FundacionBADAN: @jnavarromillan Buenos d?_asDisponible Methotrexato 50mg amp Presentar r??cipe,informe y c.i del paciente. Sucursales Ca??_",5,2017-02-20 16:42:26 +0000,1
634,18,"Farmacia San Ignacio Bararida Losartan con hct, tegretol y trileptal",11,2017-02-19 16:43:09 +0000,1
637,18,RT @Soypinturera: TEGRETOL 19 de febrero_???confirme x??_ @ACLAVE @Anticonvulsivos @DonaMed_VE @Donatumed  @AnonMundial @esab5478 @sebuscasedo??_,15,2017-02-19 16:28:31 +0000,1
698,18,RT @EMCR89: Apiret pediatric farmacia nueva casarapa . Cc san nicolas de bari . En urb nva casarapa guarenas edo miranda @ACLAVE,1,2017-02-18 01:45:00 +0000,1
732,18,RT @Donatumed: #OjoAlDato disponible #Valsartan 80mg. #Ziac ..#Trileptal 300mg..Farmacia La Luz C.A. Naguanagua .#Valencia Carabobo ... htt??_,137,2017-02-17 17:24:23 +0000,1
734,18,via @aleidabaez tegretol y trileptal en  @farmaciaurugua1  Boleita Sur Telf.: 0212-2345627 - 0212-2344988 CARACAS,1,2017-02-17 15:35:55 +0000,1
755,18,"RT @FundacionBADAN: Buenas tardes Disponible Fenobarbital (Gardenal) 100mg Caracas,Valencia, Barquisimeto, Maracay, Maracaibo, San Cristob??_",417,2017-02-16 22:18:33 +0000,1
821,18,"RT @fundatiacruz: OMEPRAZOL --> FARMACIA GRUPO VTF Av Ayacucho esquina con calle Cajigal N45, al lado de Piedras Decorativas. 0243-2475834??_",4,2017-02-15 17:04:55 +0000,1
856,18,via @aleidabaez disponibilidad de pregabalina 75 en locatel los aviadores.,3,2017-02-15 03:07:39 +0000,1
869,18,RT @Soypinturera: TEGRETOL 14 febrero_???confirme x??_ @GarciaMora72 @ACLAVE @zizou7310 @AnonMundial @SonrisaContigo  @DonaMed_VE @Donatumed htt??_,12,2017-02-14 23:11:09 +0000,1
952,18,RT @fundatiacruz: TEGRETOL 2 X 100 ML SUSPFundafarmacia Antimano (212) 471-7482       Fundafarmacia El Valle  (212) 672-3037,91,2017-02-13 00:21:36 +0000,1
988,18,"@GilbertoMendez Saludos, tenemos sucralfato 1gr. Blister de 10 tabletas.",0,2017-02-12 00:22:57 +0000,1
1084,31,@Beadrian estas son las ampollas de Ketoprofeno que tenemos en @AccionVZLA. Un gusto poder ayudar. Estamos atentas. https://t.co/yIKeJLR7E4,1,2017-02-05 01:16:17 +0000,1
1458,23,RT @PPH_2011: @Key_2212 @AyudaMedicinasV en la farmacia de la cl?_nica metropolitana compre fulgran de 400,2,2017-02-03 13:20:19 +0000,1
1483,23,RT @mariae_sc: @AyudaMedicinasV CARACAS TENGO DISPONIBLE VALPROM JARABE,8,2017-01-17 00:46:09 +0000,1
1530,23,"RT @DonaMed_VE: #Barquisimeto. Farmacia la Chinita de #Lara de red @Farmaignacio informa disponibilidad Xarelto, Trileptal, Ridal, Dologine??_",74,2016-11-24 21:51:58 +0000,1
1534,23,#ServicioPublico  tegretol de 400 en las farmacias nuevo siglo de bqto. 881 bs. #Lara,32,2016-11-24 21:40:41 +0000,1
1535,23,"#ATENCION Para pacientes renales hay Ketosteril en Drogueria Lara, mini centro comercial que est?? al lado de Babilon #Lara",0,2016-11-24 16:32:49 +0000,1
1538,23,RT @mceden: Enoparin ampollas o Clexane 40 mg Caracas @DonaMed_VE @fundatiacruz @corazonymanos01 @ServicioPubliVE @Donatumed @AyudaMedicina??_,5,2016-11-24 16:30:35 +0000,1
1539,23,"RT @DonaMed_VE: #Carora #Lara. Farmacia La Pica de red @Farmaignacio informa disponibilidad de  Amikacina, Secnidazol,  Tapazol, AresanHCT??_",56,2016-11-24 13:19:28 +0000,1
1564,23,RT @crismarmejia: @AyudaMedicinasV buen d?_a! Tengo micardis de 80mg quien la necesite escribirme...,4,2016-11-24 02:40:27 +0000,1
1598,23,RT @NailethV: @mlndej @ayudamedicinasv @trafficvalencia yo tengo 3 Betagen de 4 mg se vencieron en septiembre si le sirven estan a la orden,7,2016-11-08 01:56:37 +0000,1
1601,23,"RT @AnonMundial: _?_""#SERVICIOPUBLICO_?_""_???#DonacionQuien necesite de EPOSIN/ ETOPOSIDO PROX pueden comunicarse con @nattyvb #guarenas #Caracas??_",70,2016-10-17 01:37:52 +0000,1
1614,23,"#DONACION ceftriaxona de 1gramo pedi??trico, Fecha de vencimiento 10/17. #ATENCION #ServicioPublico",8,2016-09-25 22:30:12 +0000,1
1616,23,RT @DonaMed_VE: GENCIVOL  15Mg. en Distrito Capital disponible para donaci?_n en este link -> https://t.co/VzjNbDqmtx,9,2016-09-21 15:00:35 +0000,1
1617,23,RT @DonaMed_VE: UNASYN Tabletas 750Mg. en Distrito Capital disponible para donaci?_n en este link -> https://t.co/2OOJD5gWza,11,2016-09-21 15:00:24 +0000,1
1628,23,"@FundacionBADAN #Lara informa que llego medicamentos  anticonvulsivos  FENOBARBITAL, VALPRON, TEGRETOL, KEPRA, EPAMIN Venta solo con recipe",8,2016-09-14 13:26:55 +0000,1
1653,23,RT @cacayo50: @AyudaMedicinasV Tengo carboplatino. Lo cambio por Oxycontin 10 o 20 mg. Inf  04166628760,2,2016-09-01 20:05:13 +0000,1
1660,23,"RT @bitacorafitness: @AyudaMedicinasV Mi gente #ServicioPublico 2 cajas d Serophene d 50mg para cambiar x 2 cajas d Geslutin, Utrogestan o??_",6,2016-08-19 21:00:43 +0000,1
1696,23,#anticonceptivos @anticonceptiva necesito pastillas anticonceptivas Genesa por favor si alguien sabe comunicarse al 04145456755,7,2016-07-06 22:35:01 +0000,1
1702,23,"Furfuril, Sulfato de plata, estosirve para quemaduras graves. Hay en Farmatodo de Trinitarias #Lara #ServicioPublico https://t.co/ZyGvXGKrRB",74,2016-07-03 21:14:56 +0000,1
1705,23,RT @giamby_vzla: Se cambia por Levetiracetam o Ac Valproico en cualquier presentaci?_n! Tiene 32comp. @SanandoVE @AyudaMedicinasV https://t.??_,20,2016-06-09 00:50:19 +0000,1
1755,23,"RT @EduarsEnrique: Buenos d?_as, se cuenta con Atorvastatina de 20mg para entrega gratuita con laboratorio de Colesterol y Trigliceridos, @A??_",4,2016-05-16 13:26:30 +0000,1
1787,23,"RT @N24_carabobo: Disponible Mabthera, Avastin y Herceptin en Farmacias de Alto Costo a partir del 10 de mayo https://t.co/zvidj8mAdq https??_",103,2016-05-06 02:59:52 +0000,1
1788,23,"RT @marcotituana: .@ocada3009 @AyudaMedicinasV Mabthera estar?? disponible en farmacias de Aragua, Carabobo y Miranda: https://t.co/0APR5mEo??_",4,2016-05-06 02:59:44 +0000,1
1829,23,"RT @AntonietaRamir: @AyudaMedicinasV tengo para 6 d?_as de tratamiento con EUTHYROX, la dosis es de 100 mcg y tengo 1 caja de 25 mg x 25 pas??_",5,2016-04-24 13:40:03 +0000,1
1831,23,"RT @SiuLoy: @fundatiacruz @yo_consegui @ayudaalcubo @AyudaMedicinasV calcibon natal,  ??tamel forte, acido folico 10mg, Farmatodo CC Caricua??_",4,2016-04-23 22:17:44 +0000,1
1843,23,"RT @Alma_libre_15: Concor "" Bisoprolol Fumorato""o ""Tisderol "" 2,5 mg @donamed_ve @publiservicio @donatumed @donandomedicin1 @spvzla @publse??_",4,2016-04-16 13:27:32 +0000,1
1872,23,RT @inverlandia: @AyudaMedicinasV fenobarbital para donar,4,2016-04-08 04:22:16 +0000,1
1906,23,RT @juliapacheco18: @spvzla @GinaMMigneco @SeBuscaSeDona @AyudaMedicinasV buenos d?_as el brasartan de 80 mg se consigue en varios Locatel d??_,3,2016-03-12 15:39:01 +0000,1
1941,23,"RT @Meuchds: @AyudaMedicinasV Disponibles, para donar:  #nimodipina zyloric #alopurinol #cilostal #donaspen . Interesados por direct.",12,2016-02-29 17:32:30 +0000,1
1948,23,RT @MolinaAleyda: @Natalia_Bea @AyudaMedicinasV en sanidad en san cristobal hay salbutan,5,2016-02-26 14:14:50 +0000,1
1977,23,"RT @fundatiacruz: VALPRON JBE.250MGX180CCLocatel Boleita Calle Vargas, No. 17, Edificio Locatel. Caracas, Principal : 021220346400212203??_",20,2016-02-19 03:52:44 +0000,1
1978,23,RT @fundatiacruz: Diflucan 150 Mg Locatel Naguanagua 02418975752  02418975655 https://t.co/UQm3fjQy9A,17,2016-02-19 03:52:03 +0000,1
1995,23,RT @JhomarCPC: @AyudaMedicinasV Buenas noches tengo para donar protector g??strico #omeprazol  #calox https://t.co/PVamrdvyt4,19,2016-02-17 01:27:42 +0000,1
2058,23,RT @NAIDE_5: @AyudaMedicinasV Para Donar 10 Acido Folico 12 Clindamicina y 10 Acido Ascorbico en ampollas. Zulia,11,2016-01-31 20:13:51 +0000,1
2139,23,@aaguilarbaez tiene para donar CILOSTAL 100mg #Caracas #DONACION  https://t.co/87Kt70Odgf,5,2016-01-25 14:54:44 +0000,1
2188,23,#ServicioPublico Progynova 1mg o provera tabl 10mg contact @RICARDOTAPIACH,4,2016-01-20 02:44:19 +0000,1
2207,23,"RT @luzm029: @AyudaMedicinasV #serviciopublico Matias el guerrero d @josyj_p 2a??os recibiendo quimio,necesita pediasure #ayudemos https://t??_",23,2016-01-19 00:49:12 +0000,1
2233,23,RT @luciaelis8: @AyudaMedicinasV tengo para donar  budecort 1mg en suspensi?_n para inhalar,9,2016-01-17 00:53:38 +0000,1
2287,23,RT @luisabrito281: @ayudamedicinasv @publserv cambio valcote de 500mg y tegretol d 400mg x madopar o sinemet cd bolivar y somazina d500mg,7,2016-01-13 15:58:07 +0000,1
2330,23,RT @miarmenia: Me comuniqu?? con Rep de ventas de Bristol-Meyer. Nivolumab disponible en Badan. @stopcancerve @AyudaMedicinasV @Donatumed @l??_,4,2016-01-11 22:32:27 +0000,1
2335,23,RT @nancymogollonm: @AyudaMedicinasV SE DONAN 3 AMPOLLAS DE GRANOCYTE 34 para pacientes con Cancer. comunicarse al tel??f 04269697794 o al??_,18,2016-01-10 03:38:05 +0000,1
2338,23,@nancymogollonm tiene para #DONANCION 3 AMP DE GRANOCYTE 34 para pacientes con Cancer. tlf 04269697794 - 04246817101 https://t.co/vUlkjEt4NK,0,2016-01-09 16:10:11 +0000,1
2340,23,RT @nancymogollonm: @AyudaMedicinasV CabecitabinaErbituxCetuximabFolinato de CalcioContacto:Fundacion STOP CANCER,4,2016-01-09 16:08:49 +0000,1
2369,23,"RT @garibaldi1977: @AyudaMedicinasV tengo 8 ampollas de alkeran de 50 mg, para trasplante de m??dula ?_sea quien la requiera puede comunicars??_",31,2016-01-06 21:05:59 +0000,1
2487,5,RT @esmeuca: @Oropeza_Mari Disponibles Stent marca Medtronic llame al 04125192912 para cotizaci?_n #Medicina #Cardialgia #Vzla envios a toda??_,25,2017-03-17 13:43:34 +0000,1
2491,5,"RT @FundacionBADAN: @mesaynaranja Buenas Tardes Disponible Fenobarbital (Gardenal) 100mg Presentar r??cipe,informe y c.i del paciente. Sucu??_",25,2017-03-17 13:40:18 +0000,1
2493,5,"RT @FundacionBADAN: @natera_mairin Buenas Tardes Disponible Fenobarbital (Gardenal) 100mg Presentar r??cipe,informe y c.i del paciente. Suc??_",37,2017-03-17 13:39:45 +0000,1
2494,5,"RT @FundacionBADAN: @vengez66 Buenas Tardes Disponible inmunoglobulina Anti D (RHO) r??cipe,informe  c.i del paciente y cava con hielo Sucu??_",30,2017-03-17 13:39:35 +0000,1
2495,5,"RT @FundacionBADAN: @yoibeMelendez Buenas tardes Disponible Anastrozol 1mg  Presentar: r??cipe,informe y C.I del paciente Sucursales Caraca??_",26,2017-03-17 13:39:49 +0000,1
2496,5,"RT @FundacionBADAN: @zulyq Buenas Tardes  Disponible Dostinex Presentar: r??cipe,informe y C.I del paciente Sucursales Caracas.",24,2017-03-17 13:39:22 +0000,1
2497,5,"RT @FundacionBADAN: @giroca31 Buenas Tardes  Disponible Dostinex Presentar: r??cipe,informe y C.I del paciente Sucursales Caracas.",28,2017-03-17 13:39:39 +0000,1
2498,5,"RT @FundacionBADAN: @deliacosta Buenas tardes   Disponible Doxorubicina 50mg Presentar r??cipe,informe,c.i del paciente. Sucursal Los Corti??_",22,2017-03-17 13:39:26 +0000,1
2500,5,"RT @FundacionBADAN: @MaraVarela3 Buenas Tardes  Disponible Methotrexato 2,5mg y amp 50mg Presentar r??cipe,informe y c.i del paciente. Sucu??_",30,2017-03-17 13:39:18 +0000,1
2515,5,RT @fundacolibrive: Para donar metocarbamol . Recipe y Cedula por mensaje directo. Para donar debemos verificar??_ https://t.co/ANrXRdHC6y,38,2017-03-17 05:13:24 +0000,1
2517,5,RT @DonaMed_VE: TEOFILINA Pastillas 170Mg. en Miranda disponible para donaci?_n en este link -> https://t.co/kMbukvakfD,37,2017-03-17 05:13:16 +0000,1
2529,5,RT @1968_tovar: @sebuscasedona tengo LOSARTAN POTASICO DE 50MG 10 CAJAS A LA VENTA NO LAS PUEDO DONAR NI REGALAR MI NMRO 04242243095,3,2017-03-17 05:09:48 +0000,1
2531,5,RT @paraseguirte: @AyudaSOSVzla @Ninosalasdfe  @Fundacion_AAP disponible doxorubicina en @FundacionBADAN Los cortijos,13,2017-03-17 05:09:27 +0000,1
2554,5,RT @medicinasmix: Disponible #unasyn #ketoprofeno #profenid #complejoB #oxitocina #omeprazol #gentamicina #betametasona #dexametasona,21,2017-03-16 05:29:11 +0000,1
2555,5,RT @medicinasmix: #serviciopublico disponemos de #ampollas para la venta #meropenem #imipenem #colistina #ceftriaxona #ketoprofeno #cefepim??_,30,2017-03-16 05:29:06 +0000,1
2573,5,RT @provitared: CAPTOPRIL Donaci?_n en Provitared - Desc??rgalo en la Play Store https://t.co/8KMIGpajSI ??_ @trafficMcbo @trafficGUAYANA #Serv??_,34,2017-03-16 03:39:30 +0000,1
2583,5,RT @milagrodccg: #SeDona VESSEL DUE F (Sulodexide): 5 ampollas.  600 LSU. F.Venc: Enero de 2021 #Caracas,34,2017-03-16 03:37:27 +0000,1
2623,5,RT @fundacolibrive: Ovestin estrogenos crema para donar .recipe y Cedula por mensaje directo https://t.co/j9oqDUVsxY,60,2017-03-15 01:09:01 +0000,1
2664,5,RT @DonaMed_VE: TRADOL (Tramadol) Ampolla 50Mg. en Lara disponible para donaci?_n en este link -> https://t.co/fVA7j7uAdr,49,2017-03-14 03:50:45 +0000,1
2668,5,RT @Oropeza_Mari: #OjoALDato @egleidejimenez Disponible GARDENAL 100 mg drogueria24hrs .Trabajamos 24hrs en Maracaibo.Envios  a Nivel nacio??_,77,2017-03-14 03:49:31 +0000,1
2691,5,RT @serviproeura: Ofrecemos en calidad de donaci?_n 5 ampollas de profenid para ni??@ hospitalizado .... por favor difundir .....,19,2017-03-14 03:45:08 +0000,1
2719,5,"RT @Oropeza_Mari: @FarmaciaZulia @egleidejimenez buenas noches amigos, disponen FENOBARBITAL ?_ GARDENAL #URGENTE #Maracaibo gracias de ante??_",17,2017-03-13 01:26:37 +0000,1
2741,5,RT @MARYRorfebre: Coprofloxacina de 500mg y clindamicina de 400mg @fundatiacruz @Farmaplus_ve @fundafarmacia @DonaMed_VE @AyudaSOSVzla @ZVe??_,9,2017-03-13 01:20:08 +0000,1
2751,5,RT @provitared: RECORMON Donaci?_n en Provitared - Desc??rgala en la Play Store https://t.co/8KMIGpajSI ??_ @trafficMGTA @trafficMRD #ServicioP??_,17,2017-03-12 14:24:24 +0000,1
2753,5,RT @Maat_Vzla: @fundatiacruz hoy vi Budecort para nebulizaci?_n y levofloxacina 750mg (creeeo! S?? q era un antibi?_tico) en la farmacia de La??_,19,2017-03-12 14:24:01 +0000,1
2754,5,"RT @AnonymissGarbo: #OjoAlDato _???@farma_sagrado DISPONIBLE FLAMALIT, KEPPRA.,etc @fundatiacruz @vetehugo @Avispona01 @Pura_Miel @solechesolu??_",20,2017-03-12 14:24:12 +0000,1
2760,5,"RT @trafficLARA: via @Oropeza_Mari:  #ServP?_blico MONTELIKAST GRANULADO PEDIATRICO EN DONACI??N CON RECIPE, BENDICIONES. @ATHENEA_PHALAS??_ ht??_",29,2017-03-12 14:22:43 +0000,1
2764,5,"RT @trafficLARA: via @Oropeza_Mari:  #ServP?_blico MONTELUKAST GRANULADO PEDIATRICO EN DONACI??N CON RECIPE, BENDICIONES. @ATHENEA_PHALAS??_ ht??_",24,2017-03-12 14:22:48 +0000,1
2769,5,RT @BuscoTuMedicina: Disponible: RIDAL 2 mg 20 tabletas. https://t.co/qTmM3bkFBJ,22,2017-03-12 14:21:24 +0000,1
2775,5,"RT @Oropeza_Mari: @trafficLARA #ServicioPublico MONTELUKAST GRANULADO PEDIATRICO EN DONACI??N CON RECIPE, BENDICIONES. @ATHENEA_PHALAS @vete??_",56,2017-03-12 14:20:17 +0000,1
2805,5,RT @Oropeza_Mari: @MARACAYACTIVA @carlosleon_c @ElizabethMS14 buenas tardes Sra Elizabeth dispongo CANDER HCT a donar con recipe Bendicione??_,20,2017-03-11 05:30:51 +0000,1
2816,5,"RT @Oropeza_Mari: @trafficLARA #ServicioPublico DONACI??N CANDER HCT 8mg-12,5mg con recipe m??dico.Bendiciones @vetehugo @solechesoluma @fund??_",44,2017-03-11 05:28:02 +0000,1
2817,5,"RT @trafficLARA: via @deluniversotu:  @holimarrojas Amoxicilina Disponible,San Ignacio, Andres Eloy, DIRECCI??N, CARRERA 1 CON CALLE 4 Andre??_",23,2017-03-11 05:27:42 +0000,1
2818,5,"RT @trafficLARA: via @Oropeza_Mari:  #ServP?_blico DONACI??N CANDER HCT 8mg-12,5mg con recipe m??dico.Bendiciones @vetehugo @solechesoluma??_ ht??_",31,2017-03-11 05:27:30 +0000,1
2821,5,"RT @fundatiacruz: SECNIDAZOL --> FARMACIA GRUPO VTF Av Ayacucho esquina con calle Cajigal N45, al  lado de Piedras Decorativas. 0243-247583??_",32,2017-03-11 05:26:35 +0000,1
2822,5,RT @Oropeza_Mari: @trafficLARA #ATENCI??N_???_?Š__ÎÂ? @mrlzladino FULGRAM SUSPENSI??N 600mg >FUNDAFARMACIA #Lara (LLAMAR ANTES Y CONFIRMAR) @PadreJesus??_,30,2017-03-11 05:27:01 +0000,1
2849,5,RT @crduar: @AyudaSOSVzla tengo zivox 600mg ampollas nesecito.ciprolet 750mg,1,2017-03-10 18:58:24 +0000,1
2856,5,"RT @Oropeza_Mari: @Jorgefractus buenas noches Sr Jorge dispongo METRONIDAZOL inyectable a donar con recipe, saludos cordiales y Bendiciones",6,2017-03-10 04:49:56 +0000,1
2925,5,RT @Donatumed: #OjoAlDato disponible #Aciclor #Trileptal #Concor  Farmacia Sebaot Valencia Urb. La Quizanda Valencia-Carabobo Tlf:_??__??__??__??_ (024??_,44,2017-03-09 03:51:40 +0000,1
2926,5,"RT @Donatumed: #OjoAlDato  #clonipres 0,150mg #Febratic susp #Diclofenac pot??sico,#Ciclokan #acidotranexamico 500mg/5ml amp Farmacia Full S??_",35,2017-03-09 03:51:11 +0000,1
2929,5,"RT @Oropeza_Mari: #ServicioPublico PARA DONAR DISPONIBLE CANDER HCT 8 mg-12,5 mg con recipe o informe. Bendiciones @PACIFICADOR2040 @solech??_",74,2017-03-09 03:50:21 +0000,1
2945,5,RT @fundatiacruz: #Euthyrox#ParaDonar#MCYvia @marianaadn:   Disponible para donar https://t.co/Uj9BpGeDon #Maracay,43,2017-03-09 02:03:04 +0000,1
2960,5,RT @provitared: PREDNISONA Donaci?_n en Provitared - Desc??rgalo en la Play Store https://t.co/8KMIGpajSI ??_ @trafficMcbo @SOSmedicina #Servic??_,12,2017-03-08 23:33:16 +0000,1
2976,5,"RT @Oropeza_Mari: @malegarrido buenas noche, por favor s?_game dispongo ISOSORBIDA DINITRATO 5 mg a donar con recipe, consulte al m??dico por??_",22,2017-03-08 23:23:05 +0000,1
2981,5,"RT @Oropeza_Mari: @fjnano5 @AyudaSOSVzla Buena noche dispongo para donar ALBENDAZOL con recipe, por favor s?_game para formalizar donaci?_n p??_",12,2017-03-08 23:19:52 +0000,1
2998,5,RT @fundatiacruz: LIOLACTIL --> BOTIQUERIA EL ESTERO Av. Caracas frente al Bicentenario  - al lado del Hospital HPAO San Fernando - Edo Apu??_,12,2017-03-08 23:16:48 +0000,1
3001,5,"RT @fundatiacruz: CANULA NASAL ADULTO --> Insumos La Candelaria Material M??dico Quir?_rgico Descartable, Reactivos y Medicamentos I.V I. M 0??_",19,2017-03-08 23:16:38 +0000,1
3013,5,RT @fundacolibrive: Para donar . Favor permitir para casos que necesiten realmente en donaci?_n . Estradiol gel .??_ https://t.co/QdvAiFCHZr,22,2017-03-08 01:46:25 +0000,1
